,component,component_bottom_elevation_from_end_A,stack_length,component_bottom_elevation_above_mudline,component_top_elevation_above_mudline,StressOD,StressID,drag_diameter,buoyancy_diameter,internal_fluid_ID,A,I,J,EI,EA,GJ,stack_in_service_weight,wet_weight_per_unit_length,dry_weight_per_unit_length,internal_fluid_weight_per_unit_length,internal_fluid_weight_in_seawater_per_unit_length,component_bottom_effective_tension,component_top_effective_tension,true_tension,shear7_top_x_by_L,shear7_bottom_x_by_L,elevation_above_MSL,strain,axial_stretch
10,10ft Pup Jt.,33.528,3.048,764.4384000000001,767.4864000000001,0.5334,0.49529999999999996,1.2953999999999999,0.7164357119478151,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,53.12507424408489,13.375920699303665,15.492085788863843,1.9374005116889423,0.0,2485.248920465571,2538.3739947096556,0,0.03505082369435681,0.03855590606379249,2.438400000000115,0.00039449724713151615,0.0012024276092568612
11,15ft Pup Jt.,33.528,0.0,764.4384000000001,764.4384000000001,0.5334,0.49529999999999996,1.2953999999999999,0.7582218186368983,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,0.0,9.969456132374534,12.572259017210296,1.9374005116889423,0.0,2485.248920465571,2485.248920465571,0,0.03855590606379249,0.03855590606379249,2.438400000000115,0.0,0.0
12,20ft Pup Jt.,39.623999999999995,6.096,758.3424000000001,764.4384000000001,0.5334,0.49529999999999996,1.2953999999999999,0.7782740036185728,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,62.05504134504157,8.266223848909965,11.112345631383524,1.9374005116889423,0.0,2423.1938791205293,2485.248920465571,0,0.038555906063792486,0.04556607080266385,-3.6575999999998885,0.0003854523328751253,0.0023497174212067638
13,25ft Pup Jt.,39.623999999999995,0.0,758.3424000000001,758.3424000000001,0.5334,0.49529999999999996,1.2953999999999999,0.7292230032198889,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,0.0,6.514327785917842,8.776484214060691,1.9374005116889423,0.0,2423.1938791205293,2423.1938791205293,0,0.04556607080266385,0.04556607080266385,-3.6575999999998885,0.0,0.0
14,30ft Pup Jt.,39.623999999999995,0.0,758.3424000000001,758.3424000000001,0.5334,0.49529999999999996,1.2953999999999999,0.6946006269092591,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,0.0,5.346397077256422,7.2192432691788015,1.9374005116889423,0.0,2423.1938791205293,2423.1938791205293,0,0.04556607080266385,0.04556607080266385,-3.6575999999998885,0.0,0.0
15,40ft Pup Jt.,51.815999999999995,12.192,746.1504000000001,758.3424000000001,0.5334,0.49529999999999996,1.2953999999999999,0.8074190810140897,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,69.63308916591029,5.711375423713115,8.922475552643368,1.9374005116889423,0.0,2353.560789954619,2423.1938791205293,0,0.04556607080266385,0.05958640028040658,-15.849599999999896,0.00037511107003679886,0.004573354165888652
16,75ft Bare jt.  - protected,120.39599999999999,68.58,677.5704000000001,746.1504000000001,0.5334,0.49529999999999996,1.2953999999999999,0.7782740036185725,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,326.60756755824553,4.762431722925715,7.608553505399273,1.9374005116889423,0.0,2026.9532223963733,2353.560789954619,0,0.05958640028040657,0.1384507535927094,-84.42959999999994,0.00034399491125683374,0.023591171013993658
17,75ft Buoyancy Jt. 2500 ft rating,714.756,594.36,83.21040000000005,677.5704000000001,0.5334,0.49529999999999996,1.3716,1.2219006752227681,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,-524.5623451618725,-0.8825667022711362,8.971139332170926,1.9374005116889423,0.0,2551.515567558246,2026.9532223963733,0,0.13845075359270936,0.8219418156326673,-678.7896,0.00035953999020479026,0.21369618857811915
18,75ft Buoyancy Jt. 5000 ft rating,714.756,0.0,83.21039999999999,83.21039999999999,0.5334,0.49529999999999996,1.3716,1.2219006752227681,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,-0.0,-0.29860134794042764,9.555104686501638,1.9374005116889423,0.0,2551.515567558246,2551.515567558246,0,0.8219418156326673,0.8219418156326673,-678.7896000000001,0.0,0.0
19,75ft Buoyancy Jt. 7500 ft rating,714.756,0.0,83.21039999999999,83.21039999999999,0.5334,0.49529999999999996,1.3716,1.2219006752227681,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,0.0,0.48001912450051737,10.333725158942583,1.9374005116889423,0.0,2551.515567558246,2551.515567558246,0,0.8219418156326673,0.8219418156326673,-678.7896000000001,0.0,0.0
20,75ft Buoyancy Jt. 10000 ft rating,714.756,0.0,83.21039999999999,83.21039999999999,0.5334,0.49529999999999996,1.3716,1.2219006752227681,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,0.0,1.0639844788312263,10.91769051327329,1.9374005116889423,0.0,2551.515567558246,2551.515567558246,0,0.8219418156326673,0.8219418156326673,-678.7896000000001,0.0,0.0
21,75ft Bare jt.  - protected,783.336,68.58,14.630399999999995,83.21039999999999,0.5334,0.49529999999999996,1.2953999999999999,0.7782740036185725,0.4953,0.030782479355172997,0.0010193572826698975,0.002038714565339795,210846.25583705588,6367120.368650467,162189.42756696607,326.60756755824553,4.762431722925715,7.608553505399273,1.9374005116889423,0.0,2224.9080000000004,2551.515567558246,0,0.8219418156326673,0.9008061689449701,-747.3696,0.0003750850691527468,0.025723334042495372
22,Lower FJ,783.336,0.0,14.630400000000002,14.630400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2224.9080000000004,2224.9080000000004,0,0.9008061689449701,0.9008061689449701,-747.3696,0.0,0.0
23,LMRP,789.432,6.096,8.534400000000002,14.630400000000002,0.60325,0.47625,5.588,2.2018921023100777,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1112.4540000000002,182.4891732283465,218.98700787401577,1.7912356801857823,0.0,1112.4540000000002,2224.9080000000004,0,0.9008061689449701,0.9078163336838415,-753.4656,7.492342267268102e-05,0.0004567331846126635
24,BOP,796.4424,7.010400000000001,1.524000000000001,8.534400000000002,0.60325,0.47625,5.588,2.3347666059512973,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1846.6736400000002,263.41915439917835,304.67757617254364,1.7912356801857823,0.0,-734.21964,1112.4540000000002,0,0.9078163336838415,0.9158780231335436,-760.476,8.491321236237184e-06,5.952755839451716e-05
25,Wellhead,796.4424,0.0,1.524,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.21964,-734.21964,0,0.9158780231335436,0.9158780231335436,-760.476,0.0,0.0
26,Mudline,796.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-734.21964,-734.21964,0,0.9158780231335436,0.9158780231335436,-762.0,0.0,0.0
27,30ft Casing Program 1,823.8744,27.432000000000002,-25.908,1.524,0.9144,0.8128,0.9144,0.9144,0.8128,0.13782443431451935,0.012893227746141522,0.025786455492283044,2666865.526097116,28507929.881035823,2051435.0200747047,287.52715832261134,10.481450799161976,10.546228301146172,5.217352068295797,0.0,-1021.7467983226113,-734.21964,0,0.9158780231335436,0.9474237644584648,-787.908,-3.079785950172979e-05,-0.0008448468818514516
28,30ft Casing Program 2,869.5944000000001,45.72,-71.628,-25.908,0.9144,0.8382,0.9144,0.9144,0.8382000000000001,0.10488844817318198,0.010087034216739572,0.020174068433479145,2086425.8619208224,21695373.10799417,1604942.9707083248,363.98663176803035,7.961212418373368,8.025989920357564,5.5485316429434794,0.0,-1385.7334300906416,-1021.7467983226113,0,0.9474237644584648,1.0,-833.628,-5.54837249497719e-05,-0.0025367159047035713
