,elevation_above_mudline,total_viv_fatigue_damage,total_wave_fatigue_damage,total_combined_fatigue_damage
160,1513.5580396799999,4.18662189961e-06,0.002849395784856127,0.002853582406755737
161,1513.3954898399998,4.2811642901099995e-06,0.0028064499890620856,0.0028107311533521954
162,1513.0703901599998,4.383442940429999e-06,0.0027205583974740633,0.0027249418404144935
163,1512.9078403199997,4.486336131620001e-06,0.0026794392158219094,0.0026839255519535295
164,1512.5827406399997,4.594834488515e-06,0.002606325693358376,0.002610920527846891
165,1512.4201907999998,4.70174338916e-06,0.0025697689321266346,0.0025744706755157945
166,1512.0950911199998,4.8062582532599994e-06,0.0024966554096631007,0.0025014616679163606
167,1511.9325412799997,4.91908406248e-06,0.0024609945323063624,0.0024659136163688424
168,1511.6074415999997,5.02762916538e-06,0.0023983356021965614,0.0024033632313619413
169,1511.4448917599998,5.1464818232e-06,0.002367006137141683,0.002372152618964883
170,1511.1197920799998,5.2590760662e-06,0.002304347207031882,0.002309606283098082
171,1510.7946923999998,5.3733828215999995e-06,0.002246284049239645,0.002251657432061245
172,1510.6321425599997,5.4868192613e-06,0.002219303045917284,0.002224789865178584
173,1510.3070428799997,5.6103269632999996e-06,0.002165341039272599,0.0021709513662358988
174,1510.1444930399998,5.731308072599999e-06,0.0021383600359502755,0.0021440913440228756
175,1509.8193933599998,5.8575795991000005e-06,0.0020878128532693116,0.0020936704328684114
176,1509.6568435199997,5.9822804082e-06,0.0020644555415834055,0.0020704378219916055
177,1509.3317438399997,6.1071320110999996e-06,0.0020177409182116257,0.0020238480502227257
178,1509.1691939999998,6.2351191161e-06,0.0019943836065257525,0.0020006187256418526
179,1508.8440943199998,6.3634465102e-06,0.0019501886049816783,0.0019565520514918783
180,1508.6815444799997,6.4919454132999995e-06,0.0019298748737864462,0.0019363668191997461
181,1508.3564447999997,6.6302033634e-06,0.0018892474113960105,0.0018958776147594105
182,1508.1938949599999,6.7596670876000004e-06,0.0018689336802008068,0.001875693347288407
183,1507.8687952799999,6.9063415388999996e-06,0.0018301224643461015,0.0018370288058850014
184,1507.5436955999996,7.0385441991e-06,0.0017945872676064928,0.0018016258118055929
185,1507.3811457599998,7.178064353399999e-06,0.0017768196692367131,0.0017839977335901132
186,1507.0560460799998,7.313669672800001e-06,0.0017412844724971294,0.0017485981421699293
187,1506.8934962399996,7.4565618351e-06,0.0017248183887571711,0.0017322749505922711
188,1506.5683965599997,7.6052334675e-06,0.0016936301031006758,0.0017012353365681758
189,1506.4058467199998,7.750758073999999e-06,0.001678035960272439,0.001685786718346439
190,1506.0807470399998,7.8947134344e-06,0.001646847674615944,0.0016547423880503439
191,1505.9181971999997,8.041128536899999e-06,0.0016321546169719425,0.0016401957455088425
192,1505.5930975199997,8.1933964284e-06,0.0016046874392227199,0.0016128808356511198
193,1505.4305476799998,8.3431043059e-06,0.001590953850348118,0.001599296954654018
194,1505.1054479999998,8.490566803499999e-06,0.0015634866725988952,0.0015719772394023953
195,1504.9428981599997,8.645585034e-06,0.001550343242402011,0.001558988827436011
196,1504.6177984799997,8.8034429916e-06,0.0015260678578251422,0.0015348713008167421
197,1504.2926987999997,8.9591982642e-06,0.0015017924732482733,0.0015107516715124733
198,1504.1301489599998,9.122164584900001e-06,0.0014896547809598473,0.0014987769455447474
199,1503.8050492799998,9.278832257499999e-06,0.001467117087419072,0.001476395919676572
200,1503.6424994399997,9.4418578682e-06,0.0014563636951643775,0.0014658055530325776
201,1503.3173997599997,9.6083580408e-06,0.0014348569106550036,0.0014444652686958037
202,1503.1548499199998,9.7633759515e-06,0.001424103518400324,0.0014338668943518242
203,1502.8297502399998,9.9329938622e-06,0.001403952757539019,0.001413885751401219
204,1502.6672003999997,1.01000794429e-05,0.001394388054338887,0.001404488133781787
205,1502.3421007199997,1.02699429047e-05,0.0013752586479386364,0.0013855285908433365
206,1502.1795508799996,1.0440527956400002e-05,0.0013656939447385045,0.0013761344726949045
207,1501.8544511999996,1.06087036961e-05,0.0013476121948125172,0.0013582208985086172
208,1501.6919013599997,1.07880929869e-05,0.001339068340797944,0.001349856433784844
209,1501.3668016799998,1.09646931357e-05,0.0013219806327687854,0.0013329453259044853
210,1501.0417019999998,1.1136333202999998e-05,0.001304892924739627,0.0013160292579426271
211,1500.8791521599996,1.13159257402e-05,0.0012971754025008187,0.0013084913282410187
212,1500.5540524799997,1.14927554245e-05,0.00128190032800502,0.00129339308342952
213,1500.3915026399998,1.16792250273e-05,0.001274262790757126,0.001285942015784426
214,1500.0664029599998,1.18781165217e-05,0.0012589877162613272,0.0012708658327830271
215,1499.9038531199997,1.2064775741500001e-05,0.0012519799324856242,0.001264044708227124
216,1499.5787534399997,1.22418379258e-05,0.0012382847027795087,0.0012505265407053087
217,1499.4162035999998,1.24286820267e-05,0.0012314370879264558,0.0012438657699531557
218,1499.0911039199998,1.26153590335e-05,0.0012177418582203403,0.0012303572172538404
219,1498.9285540799997,1.28292578224e-05,0.0012113576851973283,0.0012241869430197282
220,1498.6034543999997,1.30161495422e-05,0.001199020085149738,0.001212036234691938
221,1498.4409045599998,1.31981891891e-05,0.0011928512851259474,0.0012060494743150474
222,1498.1158048799998,1.3409503462400001e-05,0.0011805136850783571,0.0011939231885407572
223,1497.7907051999998,1.36061830278e-05,0.0011691240511195308,0.0011827302341473308
224,1497.6281553599997,1.3793437387700001e-05,0.0011635597405682265,0.0011773531779559266
225,1497.3030556799997,1.40143647121e-05,0.0011524311194656253,0.0011664454841777254
226,1497.1405058399998,1.4218229820500001e-05,0.0011468668089143288,0.0011610850387348288
227,1496.8154061599998,1.4415267868399998e-05,0.0011364960380905271,0.0011509113059589272
228,1496.6528563199997,1.46268069413e-05,0.0011314530537613837,0.0011460798607026838
229,1496.3277566399997,1.4824022748200002e-05,0.0011213670851031039,0.0011361911078513038
230,1496.1652067999996,1.5050342544599998e-05,0.0011163241007739605,0.0011313744433185606
231,1495.8401071199996,1.52641661355e-05,0.0011068666302329743,0.0011221307963684742
232,1495.6775572799997,1.54856607264e-05,0.0011022929600559537,0.0011177786207823537
233,1495.3524575999998,1.57139602463e-05,0.0010931456197019061,0.001108859579948206
234,1495.0273579199998,1.59113907662e-05,0.001084090048901381,0.001100001439667581
235,1494.8648080799996,1.6149463309199996e-05,0.0010799248394858566,0.0010960743027950567
236,1494.5397083999997,1.63568404536e-05,0.0010715944206548139,0.001087951261108414
237,1494.3771585599998,1.65905205875e-05,0.0010674292112392953,0.0010840197318267952
238,1494.0520588799998,1.68219718895e-05,0.001059137742779697,0.0010759597146691971
239,1493.8895090399997,1.70602549879e-05,0.0010553261163726842,0.0010723863713605843
240,1493.5644093599997,1.7274608891299998e-05,0.0010477028635586638,0.0010649774724499639
241,1493.4018595199998,1.75114378428e-05,0.0010438912371516563,0.0010614026749944563
242,1493.0767598399998,1.77500365407e-05,0.0010362679843376357,0.0010540180208783356
243,1492.9142099999997,1.7988667456699998e-05,0.0010327800257971232,0.0010507686932538232
244,1492.5891103199997,1.82274690096e-05,0.0010258069392363196,0.0010440344082459196
245,1492.4265604799998,1.8480840730600002e-05,0.0010223203959559201,0.00104080123668652
246,1492.1014607999998,1.8676547078e-05,0.0010153473093951165,0.0010340238564731164
247,1491.7763611199998,1.8901321654000002e-05,0.0010089244302077113,0.0010278257518617114
248,1491.6138112799997,1.9217098001399997e-05,0.001005730374017486,0.001024947472018886
249,1491.2887115999997,1.9437906521899996e-05,0.0009993422616370402,0.0010187801681589403
250,1491.1261617599996,1.9661650117899998e-05,0.000996148205446815,0.001015809855564715
251,1490.8010620799996,2.00021837853e-05,0.000990241209957509,0.001010243393742809
252,1490.6385122399997,2.02276486458e-05,0.0009873194910790038,0.001007547139724804
253,1490.3134125599997,2.04549113132e-05,0.0009814760533219896,0.0010019309646351897
254,1490.1508627199996,2.07764101632e-05,0.0009785543344434805,0.0009993307446066804
255,1489.8257630399996,2.09968750237e-05,0.0009731011145957657,0.0009940979896194658
256,1489.6632131999997,2.12291406556e-05,0.0009704155895653341,0.0009916447302209341
257,1489.3381135199998,2.15696784806e-05,0.0009650445395044672,0.0009866142179850673
258,1489.1755636799996,2.18019792951e-05,0.000962359014474032,0.000984160993769132
259,1488.8504639999996,2.2022445927e-05,0.0009573153511327616,0.0009793377970597616
260,1488.5253643199997,2.2374788680999997e-05,0.0009523701433586283,0.0009747449320396282
261,1488.3628144799998,2.26088077955e-05,0.0009498975394715632,0.0009725063472670632
262,1488.0377147999998,2.29320805495e-05,0.0009450417462315662,0.0009679738267810663
263,1487.8751649599997,2.3183344374899997e-05,0.0009427804824994774,0.0009659638268743774
264,1487.5500652799997,2.34156511184e-05,0.0009382579550353029,0.0009616736061537029
265,1487.3875154399998,2.37647181014e-05,0.0009359966913032171,0.000959761409404617
266,1487.0624157599998,2.39970278094e-05,0.0009315287289677159,0.0009555257567771158
267,1486.8998659199997,2.4351096563799997e-05,0.000929444296964813,0.0009537953935286129
268,1486.5747662399997,2.4604200500799998e-05,0.00092527543295901,0.00094987963345981
269,1486.4122163999998,2.49392841128e-05,0.00092319100095611,0.00094813028506891
270,1486.0871167199998,2.51973939788e-05,0.0009190518479578675,0.0009442492419366675
271,1485.9245668799997,2.55514716267e-05,0.0009171205194493289,0.0009426719910760289
272,1485.5994671999997,2.58095814927e-05,0.0009132578624322546,0.0009390674439249547
273,1485.2743675199997,2.61413952627e-05,0.0009093952054151803,0.0009355366006778803
274,1485.1118176799996,2.63995140222e-05,0.0009074749663311341,0.000933874480353334
275,1484.7867179999996,2.67621178636e-05,0.0009038911281556628,0.0009306532460192628
276,1484.6241681599997,2.70202425521e-05,0.0009020992090679285,0.0009291194516200285
277,1484.2990684799997,2.73811692051e-05,0.0008985153708924574,0.0009258965400975573
278,1484.1365186399996,2.77437860976e-05,0.0008967234518047206,0.0009244672379023206
279,1483.8114189599996,2.8008717486500002e-05,0.0008934073597469446,0.0009214160772334447
280,1483.6488691199997,2.8371340308000004e-05,0.0008917516959274575,0.0009201230362354575
281,1483.3237694399998,2.8636278819e-05,0.0008884403682884808,0.0009170766471074807
282,1483.1612195999996,2.9023011559000003e-05,0.0008867847044689912,0.0009158077160279913
283,1482.8361199199996,2.93856480099e-05,0.0008837217570437357,0.0009131074050536357
284,1482.6735700799998,2.96523166789e-05,0.0008822003150322023,0.0009118526317111024
285,1482.3484703999998,3.00199912769e-05,0.0008791574310091335,0.0009091774222860336
286,1482.0233707199998,3.0413509778900003e-05,0.0008762028279966197,0.0009066163377755197
287,1481.8608208799997,3.07761950418e-05,0.0008748013317135413,0.0009055775267553414
288,1481.5357211999997,3.10737534623e-05,0.0008719983391473867,0.0009030720926096867
289,1481.3731713599998,3.14381360868e-05,0.0008705968428643105,0.0009020349789511105
290,1481.0480716799998,3.18367022077e-05,0.0008678651775082008,0.0008997018797159009
291,1480.8855218399997,3.22078956902e-05,0.0008665784483079344,0.0008987863439981344
292,1480.5604221599997,3.25054778267e-05,0.0008640049899074034,0.0008965104677341034
293,1480.3978723199998,3.29057800346e-05,0.0008627182607071388,0.0008956240407417388
294,1480.0727726399996,3.32769913041e-05,0.0008602059915490128,0.0008934829828531128
295,1479.9102227999997,3.36773124921e-05,0.0008590399552906381,0.000892717267782738
296,1479.5851231199997,3.40726354515e-05,0.000856707882773887,0.0008907805182253871
297,1479.2600234399997,3.4479736472499996e-05,0.000854375810257136,0.000888855546729636
298,1479.0974735999996,3.48767955189e-05,0.0008532556791589221,0.000888132474677822
299,1478.7723739199996,3.5283911362400003e-05,0.0008511575360580552,0.0008864414474204553
300,1478.6098240799997,3.5589977530900004e-05,0.0008501084645076225,0.0008856984420385225
301,1478.2847243999997,3.60162139578e-05,0.0008480103214067557,0.0008840265353645556
302,1478.1221745599996,3.64250688528e-05,0.000846992492080368,0.0008834175609331679
303,1477.7970748799996,3.68339832247e-05,0.0008451191474753839,0.0008819531307000839
304,1477.6345250399997,3.7266937764700005e-05,0.0008441824751728924,0.0008814494129375924
305,1477.3094253599998,3.76826511366e-05,0.0008423091305679083,0.0008799917817045083
306,1477.1468755199996,3.82083536216e-05,0.0008413927094704046,0.0008796010630920045
307,1476.8217758399996,3.86240669935e-05,0.0008397671693898342,0.0008783912363833342
308,1476.6592259999998,3.90587979304e-05,0.0008389543993495497,0.0008780131972799497
309,1476.3341263199998,3.95053600854e-05,0.0008373288592689794,0.0008768342193543793
310,1476.0090266399998,3.9946890022299994e-05,0.0008358368791827002,0.0008757837692050002
311,1475.8464767999997,4.03884521773e-05,0.0008351514385999795,0.0008755398907772795
312,1475.5213771199997,4.09345290592e-05,0.000833780557434539,0.0008747150864937389
313,1475.3588272799998,4.13811493111e-05,0.0008330951168518192,0.0008744762661629192
314,1475.0337275999996,4.1831255838e-05,0.0008318567593161936,0.0008736880151541936
315,1474.8711777599997,4.2281424228e-05,0.0008313131432408207,0.0008735945674688206
316,1474.5460780799997,4.28498313999e-05,0.0008302259110900738,0.0008730757424899738
317,1474.3835282399996,4.3311796216800004e-05,0.0008296822950146999,0.0008729940912315
318,1474.0584285599996,4.38837813587e-05,0.0008287222070466909,0.0008726059884053909
319,1473.8958787199997,4.4364794765599995e-05,0.0008283336623980042,0.0008726984571636042
320,1473.5707790399997,4.4828538552500005e-05,0.00082755657310063,0.00087238511165313
321,1473.4082291999996,4.54123806044e-05,0.0008271680284519427,0.0008725804090563427
322,1473.0831295199996,4.59019409563e-05,0.0008265042973020484,0.0008724062382583483
323,1472.7580298399996,4.65116009532e-05,0.0008260486114930344,0.0008725602124462344
324,1472.5954799999997,4.7109050620099996e-05,0.0008258207685885276,0.0008729298192086275
325,1472.2703803199997,4.7605498907e-05,0.0008253650827795136,0.0008729705816865136
326,1472.1078304799996,4.822376513890001e-05,0.0008252395137368974,0.0008734632788757973
327,1471.7827307999996,4.8847061015800006e-05,0.0008251300014622644,0.0008739770624780645
328,1471.6201809599997,4.94772153696e-05,0.000825075245324948,0.000874552460694548
329,1471.2950812799997,4.9999570536499996e-05,0.000824965733050315,0.000874965303586815
330,1471.1325314399996,5.0638271648399994e-05,0.0008250049634028663,0.0008756432350512664
331,1470.8074317599996,5.12719205122e-05,0.0008252900460816205,0.0008765619665938205
332,1470.6448819199998,5.19397805591e-05,0.0008254325874209974,0.0008773723679800974
333,1470.3197822399998,5.2582036851e-05,0.0008257176700997516,0.0008782997069507517
334,1470.1572323999997,5.33477339648e-05,0.0008259445429089424,0.0008792922768737424
335,1469.8321327199997,5.4020946998599995e-05,0.0008266957296208534,0.0008807166766194534
336,1469.5070330399997,5.4699190870499994e-05,0.0008274469163327645,0.0008821461072032645
