,component,component_bottom_elevation_from_end_A,stack_length,component_bottom_elevation_above_mudline,component_top_elevation_above_mudline,StressOD,StressID,drag_diameter,buoyancy_diameter,internal_fluid_ID,A,I,J,EI,EA,GJ,stack_in_service_weight,wet_weight_per_unit_length,dry_weight_per_unit_length,internal_fluid_weight_per_unit_length,internal_fluid_weight_in_seawater_per_unit_length,component_bottom_effective_tension,component_top_effective_tension,true_tension,shear7_top_x_by_L,shear7_bottom_x_by_L,elevation_above_MSL,strain,axial_stretch
10,10ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2953999999999999,0.7206983203415884,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,14.35606903184305,16.618693067644738,3.4403779399588155,1.601057533069379,6612.776645222872,6612.776645222872,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0
11,15ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2953999999999999,0.7622507893377743,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,10.949604464913916,13.698866295991197,3.4403779399588155,1.601057533069379,6612.776645222872,6612.776645222872,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0
12,20ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2953999999999999,0.7821996959200997,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,9.24637218144935,12.238952910164425,3.4403779399588155,1.601057533069379,6612.776645222872,6612.776645222872,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0
13,25ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2953999999999999,0.7334112952593851,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,7.494476118457223,9.903091492841591,3.4403779399588155,1.601057533069379,6612.776645222872,6612.776645222872,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0
14,30ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2953999999999999,0.6989964023453556,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,6.326545409795807,8.345850547959703,3.4403779399588155,1.601057533069379,6612.776645222872,6612.776645222872,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0
15,40ft Pup Jt.,30.48,0.0,1523.3903999999998,1523.3903999999998,0.5334,0.4826,1.2953999999999999,0.811203742579293,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,6.691523756252501,10.04908283142427,3.4403779399588155,1.601057533069379,6612.776645222872,6612.776645222872,0,0.01875117194824677,0.01875117194824677,-0.6096000000002277,0.0,0.0
16,75ft Bare jt.  - protected,99.06,68.58,1454.8103999999998,1523.3903999999998,0.5334,0.4826,1.2953999999999999,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,503.6266658216944,5.7425800554650985,8.735160784180175,3.4403779399588155,1.601057533069379,6109.149979401177,6612.776645222872,0,0.01875117194824677,0.060941308831802,-69.18960000000015,0.0007586406782994042,0.05202757771777314
17,75ft Buoyancy Jt. 2500 ft rating,830.5799999999999,731.52,723.2903999999999,1454.8103999999998,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,1242.5885207647405,0.09758163026824761,10.097746610951827,3.4403779399588155,1.601057533069379,4866.561458636436,6109.149979401177,0,0.06094130883180197,0.5109694355897244,-800.7096000000001,0.0006545094478107358,0.47878675126250947
18,75ft Buoyancy Jt. 5000 ft rating,1470.6599999999999,640.0799999999999,83.21039999999994,723.2903999999999,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,1461.049499669148,0.6815469845989564,10.681711965282537,3.4403779399588155,1.601057533069379,3405.5119589672886,4866.561458636436,0,0.5109694355897244,0.9047440465029065,-1440.7896,0.0004932846709182158,0.31574165216133154
19,75ft Buoyancy Jt. 7500 ft rating,1470.6599999999999,0.0,83.21039999999999,83.21039999999999,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,1.4601674570399013,11.46033243772348,3.4403779399588155,1.601057533069379,3405.5119589672886,3405.5119589672886,0,0.9047440465029065,0.9047440465029065,-1440.7896,0.0,0.0
20,75ft Buoyancy Jt. 10000 ft rating,1470.6599999999999,0.0,83.21039999999999,83.21039999999999,0.5334,0.4826,1.3716,1.224404834888719,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,0.0,2.04413281137061,12.044297792054191,3.4403779399588155,1.601057533069379,3405.5119589672886,3405.5119589672886,0,0.9047440465029065,0.9047440465029065,-1440.7896,0.0,0.0
21,75ft Bare jt.  - protected,1539.2399999999998,68.58,14.630399999999995,83.21039999999999,0.5334,0.4826,1.2953999999999999,0.7821996959201,0.4826,0.04053659832779983,0.0013108986628303115,0.002621797325660623,271149.3600316793,8384685.259128188,208576.43079359943,503.6266658216944,5.7425800554650985,8.735160784180175,3.4403779399588155,1.601057533069379,2901.885293145594,3405.5119589672886,0,0.9047440465029065,0.9469341833864617,-1509.3696,0.0003761260594275846,0.025794725155543752
22,Lower FJ,1539.2399999999998,0.0,14.630400000000002,14.630400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2901.885293145594,2901.885293145594,0,0.9469341833864617,0.9469341833864617,-1509.3696,0.0,0.0
23,LMRP,1545.3359999999998,6.096,8.534400000000002,14.630400000000002,0.60325,0.47625,5.588,2.2018921023100777,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1121.958893145594,182.4891732283465,218.98700787401577,3.3504373116808055,1.5592016314950234,1779.9264,2901.885293145594,0,0.9469341833864617,0.950684417776111,-1515.4656,0.00010510617558402346,0.000640727246360207
24,BOP,1552.3463999999997,7.010400000000001,1.524000000000001,8.534400000000002,0.60325,0.47625,5.588,2.3347666059512973,0.47625,0.10767533930821825,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.219559237,632524.6465031995,1857.6042671174328,263.41915439917835,304.67757617254364,3.3504373116808055,1.5592016314950234,-77.6778671174327,1779.9264,0,0.950684417776111,0.9549971873242077,-1522.476,3.821529888669906e-05,0.0002679045313153151
25,Wellhead,1552.3463999999997,0.0,1.524,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.6778671174327,-77.6778671174327,0,0.9549971873242077,0.9549971873242077,-1522.476,0.0,0.0
26,Mudline,1552.3463999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.6778671174327,-77.6778671174327,0,0.9549971873242077,0.9549971873242077,-1524.0,0.0,0.0
27,30ft Casing Program 1,1579.7783999999997,27.432000000000002,-25.908,1.524,0.9144,0.8128,0.9144,0.9144,0.8128,0.13782443431451935,0.012893227746141522,0.025786455492283044,2666865.526097116,28507929.881035823,2051435.0200747047,412.10969376053663,10.481450799161976,10.546228301146172,9.758855984813923,4.541503916518127,-489.7875608779693,-77.6778671174327,0,0.9549971873242077,0.9718732420776298,-1549.908,-9.952764552941004e-06,-0.0002730242372162777
28,30ft Casing Program 2,1625.4983999999997,45.72,-71.628,-25.908,0.9144,0.8382,0.9144,0.9144,0.8382000000000001,0.10488844817318198,0.010087034216739572,0.020174068433479145,2086425.8619208224,21695373.10799417,1604942.9707083248,584.8043093264623,7.961212418373368,8.025989920357564,10.378314616662466,4.829782973718985,-1074.5918702044316,-489.7875608779693,0,0.9718732420776298,1.0,-1595.628,-3.6053296324873265e-05,-0.0016483567079732056
