,hookload,friction_factor,depth,rig_state
721,134.1612168423269,0.15,3001.294827586207,off_bottom_POOH
722,134.1612168423269,0.3,3001.294827586207,off_bottom_POOH
723,134.1612168423269,0.45,3001.294827586207,off_bottom_POOH
724,134.1612168423269,-0.15,3001.294827586207,off_bottom_RIH
725,134.1612168423269,-0.3,3001.294827586207,off_bottom_RIH
726,134.1612168423269,-0.45,3001.294827586207,off_bottom_RIH
730,130.7093459464771,0.0,2801.2085057471263,off_bottom_static
731,130.7093459464771,0.15,2801.2085057471263,off_bottom_POOH
732,130.7093459464771,0.3,2801.2085057471263,off_bottom_POOH
733,130.7093459464771,0.45,2801.2085057471263,off_bottom_POOH
734,130.7093459464771,-0.15,2801.2085057471263,off_bottom_RIH
735,130.7093459464771,-0.3,2801.2085057471263,off_bottom_RIH
736,130.7093459464771,-0.45,2801.2085057471263,off_bottom_RIH
740,127.25747505062732,0.0,2601.122183908046,off_bottom_static
741,127.25747505062732,0.15,2601.122183908046,off_bottom_POOH
742,127.25747505062732,0.3,2601.122183908046,off_bottom_POOH
743,127.25747505062732,0.45,2601.122183908046,off_bottom_POOH
744,127.25747505062732,-0.15,2601.122183908046,off_bottom_RIH
745,127.25747505062732,-0.3,2601.122183908046,off_bottom_RIH
746,127.25747505062732,-0.45,2601.122183908046,off_bottom_RIH
750,121.19017700658065,0.0,2401.0358620689653,off_bottom_static
751,121.19017700658065,0.15,2401.0358620689653,off_bottom_POOH
752,121.19017700658065,0.3,2401.0358620689653,off_bottom_POOH
753,121.19017700658065,0.45,2401.0358620689653,off_bottom_POOH
754,121.19017700658065,-0.15,2401.0358620689653,off_bottom_RIH
755,121.19017700658065,-0.3,2401.0358620689653,off_bottom_RIH
756,121.19017700658065,-0.45,2401.0358620689653,off_bottom_RIH
760,114.90777197613404,0.0,2200.949540229885,off_bottom_static
761,114.90777197613404,0.15,2200.949540229885,off_bottom_POOH
762,114.90777197613404,0.3,2200.949540229885,off_bottom_POOH
763,114.90777197613404,0.45,2200.949540229885,off_bottom_POOH
764,114.90777197613404,-0.15,2200.949540229885,off_bottom_RIH
765,114.90777197613404,-0.3,2200.949540229885,off_bottom_RIH
766,114.90777197613404,-0.45,2200.949540229885,off_bottom_RIH
770,108.62536694568745,0.0,2000.8632183908046,off_bottom_static
771,108.62536694568745,0.15,2000.8632183908046,off_bottom_POOH
772,108.62536694568745,0.3,2000.8632183908046,off_bottom_POOH
773,108.62536694568745,0.45,2000.8632183908046,off_bottom_POOH
774,108.62536694568745,-0.15,2000.8632183908046,off_bottom_RIH
775,108.62536694568745,-0.3,2000.8632183908046,off_bottom_RIH
776,108.62536694568745,-0.45,2000.8632183908046,off_bottom_RIH
780,102.34296191524082,0.0,1800.7768965517241,off_bottom_static
781,102.34296191524082,0.15,1800.7768965517241,off_bottom_POOH
782,102.34296191524082,0.3,1800.7768965517241,off_bottom_POOH
783,102.34296191524082,0.45,1800.7768965517241,off_bottom_POOH
784,102.34296191524082,-0.15,1800.7768965517241,off_bottom_RIH
785,102.34296191524082,-0.3,1800.7768965517241,off_bottom_RIH
786,102.34296191524082,-0.45,1800.7768965517241,off_bottom_RIH
790,96.06055688479424,0.0,1600.6905747126436,off_bottom_static
791,96.06055688479424,0.15,1600.6905747126436,off_bottom_POOH
792,96.06055688479424,0.3,1600.6905747126436,off_bottom_POOH
793,96.06055688479424,0.45,1600.6905747126436,off_bottom_POOH
794,96.06055688479424,-0.15,1600.6905747126436,off_bottom_RIH
795,96.06055688479424,-0.3,1600.6905747126436,off_bottom_RIH
796,96.06055688479424,-0.45,1600.6905747126436,off_bottom_RIH
800,89.77815185434763,0.0,1400.6042528735632,off_bottom_static
801,89.77815185434763,0.15,1400.6042528735632,off_bottom_POOH
802,89.77815185434763,0.3,1400.6042528735632,off_bottom_POOH
803,89.77815185434763,0.45,1400.6042528735632,off_bottom_POOH
804,89.77815185434763,-0.15,1400.6042528735632,off_bottom_RIH
805,89.77815185434763,-0.3,1400.6042528735632,off_bottom_RIH
806,89.77815185434763,-0.45,1400.6042528735632,off_bottom_RIH
810,83.49574682390102,0.0,1200.5179310344827,off_bottom_static
811,83.49574682390102,0.15,1200.5179310344827,off_bottom_POOH
812,83.49574682390102,0.3,1200.5179310344827,off_bottom_POOH
813,83.49574682390102,0.45,1200.5179310344827,off_bottom_POOH
814,83.49574682390102,-0.15,1200.5179310344827,off_bottom_RIH
815,83.49574682390102,-0.3,1200.5179310344827,off_bottom_RIH
816,83.49574682390102,-0.45,1200.5179310344827,off_bottom_RIH
820,77.21334179345443,0.0,1000.4316091954023,off_bottom_static
821,77.21334179345443,0.15,1000.4316091954023,off_bottom_POOH
822,77.21334179345443,0.3,1000.4316091954023,off_bottom_POOH
823,77.21334179345443,0.45,1000.4316091954023,off_bottom_POOH
824,77.21334179345443,-0.15,1000.4316091954023,off_bottom_RIH
825,77.21334179345443,-0.3,1000.4316091954023,off_bottom_RIH
826,77.21334179345443,-0.45,1000.4316091954023,off_bottom_RIH
830,70.93093676300781,0.0,800.3452873563218,off_bottom_static
831,70.93093676300781,0.15,800.3452873563218,off_bottom_POOH
832,70.93093676300781,0.3,800.3452873563218,off_bottom_POOH
833,70.93093676300781,0.45,800.3452873563218,off_bottom_POOH
834,70.93093676300781,-0.15,800.3452873563218,off_bottom_RIH
835,70.93093676300781,-0.3,800.3452873563218,off_bottom_RIH
836,70.93093676300781,-0.45,800.3452873563218,off_bottom_RIH
840,64.6485317325612,0.0,600.2589655172413,off_bottom_static
841,64.6485317325612,0.15,600.2589655172413,off_bottom_POOH
842,64.6485317325612,0.3,600.2589655172413,off_bottom_POOH
843,64.6485317325612,0.45,600.2589655172413,off_bottom_POOH
844,64.6485317325612,-0.15,600.2589655172413,off_bottom_RIH
845,64.6485317325612,-0.3,600.2589655172413,off_bottom_RIH
846,64.6485317325612,-0.45,600.2589655172413,off_bottom_RIH
850,58.36612670211459,0.0,400.1726436781609,off_bottom_static
851,58.36612670211459,0.15,400.1726436781609,off_bottom_POOH
852,58.36612670211459,0.3,400.1726436781609,off_bottom_POOH
853,58.36612670211459,0.45,400.1726436781609,off_bottom_POOH
854,58.36612670211459,-0.15,400.1726436781609,off_bottom_RIH
855,58.36612670211459,-0.3,400.1726436781609,off_bottom_RIH
856,58.36612670211459,-0.45,400.1726436781609,off_bottom_RIH
860,52.08372167166798,0.0,200.08632183908045,off_bottom_static
861,52.08372167166798,0.15,200.08632183908045,off_bottom_POOH
862,52.08372167166798,0.3,200.08632183908045,off_bottom_POOH
863,52.08372167166798,0.45,200.08632183908045,off_bottom_POOH
864,52.08372167166798,-0.15,200.08632183908045,off_bottom_RIH
865,52.08372167166798,-0.3,200.08632183908045,off_bottom_RIH
866,52.08372167166798,-0.45,200.08632183908045,off_bottom_RIH
870,45.0,0.0,0.0,off_bottom_static
871,45.0,0.15,0.0,off_bottom_POOH
872,45.0,0.3,0.0,off_bottom_POOH
873,45.0,0.45,0.0,off_bottom_POOH
874,45.0,-0.15,0.0,off_bottom_RIH
875,45.0,-0.3,0.0,off_bottom_RIH
876,45.0,-0.45,0.0,off_bottom_RIH
