,Unnamed: 0,Unnamed: 0.1,component,component_bottom_elevation_from_end_A,stack_length,component_bottom_elevation_above_mudline,component_top_elevation_above_mudline,StressOD,StressID,drag_diameter,buoyancy_diameter,internal_fluid_ID,A,I,J,EI,EA,GJ,stack_in_service_weight,wet_weight_per_unit_length,dry_weight_per_unit_length,internal_fluid_weight_per_unit_length,internal_fluid_weight_in_seawater_per_unit_length,component_bottom_effective_tension,component_top_effective_tension,true_tension,shear7_top_x_by_L,shear7_bottom_x_by_L,elevation_above_MSL,strain,axial_stretch,max_damage,elevation_above_mudline_at_max_damage,shear7_x_by_L_at_max_damage,elevation_from_end_A_at_max_damage,total_viv_max_damage,total_wave_max_damage
10,10,10,10ft Pup Jt.,33.528,3.048,764.4384000000001,767.4864000000001,0.5334,0.4953,1.2954,0.7164357119478151,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,58.265320457221954,13.375920699303665,15.492085788863845,3.62383299631396,1.6864324846250174,3759.2543820428796,3817.5197025001007,0,0.03505082369435681,0.038555906063792486,2.438400000000115,0.0005949922135796614,0.0018135362669908079,0.30398488998921214,766.7479610400001,0.03505082369435682,30.48,0.10294976367875,0.20103512631046214
11,11,11,15ft Pup Jt.,33.528,0.0,764.4384000000001,764.4384000000001,0.5334,0.4953,1.2954,0.7582218186368983,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,0.0,9.969456132374534,12.572259017210294,3.62383299631396,1.6864324846250174,3759.2543820428796,3759.2543820428796,0,0.038555906063792486,0.038555906063792486,2.438400000000115,0.0,0.0,,,,,,
12,12,12,20ft Pup Jt.,39.624,6.096,758.3424000000001,764.4384000000001,0.5334,0.4953,1.2954,0.7782740036185728,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,72.3355337713157,8.266223848909965,11.112345631383524,3.62383299631396,1.6864324846250174,3686.9188482715635,3759.2543820428796,0,0.038555906063792486,0.04556607080266385,-3.6575999999998885,0.0005847363328465459,0.0035645526850325436,0.28886410592411516,764.4000561600001,0.03505082369435682,30.48,0.09349448216810761,0.19536962375600755
13,13,13,25ft Pup Jt.,39.624,0.0,758.3424000000001,758.3424000000001,0.5334,0.4953,1.2954,0.7292230032198889,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,0.0,6.514327785917843,8.776484214060691,3.62383299631396,1.6864324846250174,3686.9188482715635,3686.9188482715635,0,0.04556607080266385,0.04556607080266385,-3.6575999999998885,0.0,0.0,,,,,,
14,14,14,30ft Pup Jt.,39.624,0.0,758.3424000000001,758.3424000000001,0.5334,0.4953,1.2954,0.6946006269092591,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,0.0,5.346397077256422,7.2192432691788015,3.62383299631396,1.6864324846250174,3686.9188482715635,3686.9188482715635,0,0.04556607080266385,0.04556607080266385,-3.6575999999998885,0.0,0.0,,,,,,
15,15,15,40ft Pup Jt.,51.816,12.192,746.1504000000001,758.3424000000001,0.5334,0.4953,1.2954,0.8074190810140897,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,90.19407401845852,5.7113754237131165,8.922475552643368,3.62383299631396,1.6864324846250174,3596.724774253105,3686.9188482715635,0,0.04556607080266385,0.05958640028040658,-15.849599999999896,0.0005719731370547706,0.0069734964869717616,0.26708791351192557,758.3128953600001,0.04560000000000002,39.65350464000003,0.07680574834820132,0.19028216516372426
16,16,16,75ft Bare jt.  - protected,120.396,68.58,677.5704000000002,746.1504000000001,0.5334,0.4953,1.2954,0.7782740036185725,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,442.26310735382924,4.762431722925715,7.608553505399272,3.62383299631396,1.6864324846250174,3154.461666899276,3596.724774253105,0,0.05958640028040658,0.1384507535927094,-84.42959999999994,0.0005301601077304053,0.03635838018815121,0.2568763035835087,724.8335109600001,0.08409999999999998,73.13288904000001,0.045177675086722324,0.2116986284967864
17,17,17,75ft Buoyancy Jt. 2500 ft rating,714.7560000000002,594.36,83.21040000000005,677.5704000000002,0.5334,0.4953,1.3716,1.2219006752227681,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,477.7856663998528,-0.8825667022711362,8.971139332170926,3.62383299631396,1.6864324846250174,2676.6760004994235,3154.461666899276,0,0.13845075359270936,0.8219418156326673,-678.7896,0.00045791011711583435,0.2721634572089673,0.3487527087067933,567.0021273600001,0.26560000000000006,230.96427264,0.0921568669458915,0.25659584176090183
18,18,18,75ft Buoyancy Jt. 5000 ft rating,714.7560000000002,0.0,83.21039999999998,83.21039999999998,0.5334,0.4953,1.3716,1.2219006752227681,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,0.0,-0.29860134794042764,9.555104686501636,3.62383299631396,1.6864324846250174,2676.6760004994235,2676.6760004994235,0,0.8219418156326673,0.8219418156326673,-678.7896000000002,0.0,0.0,,,,,,
19,19,19,75ft Buoyancy Jt. 7500 ft rating,714.7560000000002,0.0,83.21039999999998,83.21039999999998,0.5334,0.4953,1.3716,1.2219006752227681,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,0.0,0.4800191245005174,10.333725158942583,3.62383299631396,1.6864324846250174,2676.6760004994235,2676.6760004994235,0,0.8219418156326673,0.8219418156326673,-678.7896000000002,0.0,0.0,,,,,,
20,20,20,75ft Buoyancy Jt. 10000 ft rating,714.7560000000002,0.0,83.21039999999998,83.21039999999998,0.5334,0.4953,1.3716,1.2219006752227681,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,0.0,1.0639844788312265,10.917690513273287,3.62383299631396,1.6864324846250174,2676.6760004994235,2676.6760004994235,0,0.8219418156326673,0.8219418156326673,-678.7896000000002,0.0,0.0,,,,,,
21,21,21,75ft Bare jt.  - protected,783.336,68.58,14.630399999999995,83.21039999999998,0.5334,0.4953,1.2954,0.7782740036185725,0.4953,0.030782479355172993,0.0010193572826698977,0.002038714565339795,210846.25583705585,6367120.368650467,162189.42756696607,442.26310735382924,4.762431722925715,7.608553505399272,3.62383299631396,1.6864324846250174,2234.4128931455944,2676.6760004994235,0,0.8219418156326673,0.9008061689449699,-747.3696,0.0003856601265012632,0.026448571475456636,0.23211073908896465,21.157722479999762,0.8933,776.8086775200003,0.009443381062729999,0.22266735802623466
22,22,22,Lower FJ,783.336,0.0,14.630400000000002,14.630400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.4128931455944,2234.4128931455944,0,0.9008061689449699,0.9008061689449699,-747.3696,0.0,0.0,,,,,,
23,23,23,LMRP,789.432,6.096,8.534400000000002,14.630400000000002,0.60325,0.47625,5.587999999999999,2.2018921023100777,0.47625,0.10767533930821824,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.21955924,632524.6465031995,1121.958893145594,182.4891732283465,218.98700787401575,3.350437311680805,1.5592016314950234,1112.4540000000004,2234.4128931455944,0,0.9008061689449699,0.9078163336838416,-753.4656,7.513680651495106e-05,0.0004580339725151417,0.6840034008785956,8.548603680000003,0.9078,789.41779632,0.0576272460702,0.6263761548083956
24,24,24,BOP,796.4424,7.0104000000000015,1.524000000000001,8.534400000000002,0.60325,0.47625,5.587999999999999,2.3347666059512973,0.47625,0.10767533930821824,0.003975404652162186,0.007950809304324373,822282.0404541594,22271820.21955924,632524.6465031995,1857.6042671174328,263.4191543991784,304.67757617254364,3.350437311680805,1.5592016314950234,-745.1502671174326,1112.4540000000004,0,0.9078163336838416,0.9158780231335436,-760.4760000000001,8.245929817626656e-06,5.7807266393489926e-05,1.8708838123022118,2.0266456799999757,0.9153,795.93975432,0.24434179935859995,1.626542012943612
25,25,25,Wellhead,796.4424,0.0,1.524,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-745.1502671174326,-745.1502671174326,0,0.9158780231335436,0.9158780231335436,-760.4760000000001,0.0,0.0,,,,,,
26,26,26,Mudline,796.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-745.1502671174326,-745.1502671174326,0,0.9158780231335436,0.9158780231335436,-762.0,0.0,0.0,,,,,,
27,27,27,30ft Casing Program 1,823.8744,27.432,-25.908,1.524,0.9144,0.8128,0.9144,0.9144,0.8128,0.13782443431451935,0.012893227746141522,0.025786455492283044,2666865.526097116,28507929.881035823,2051435.0200747047,412.10969376053663,10.481450799161976,10.546228301146172,9.758855984813923,4.541503916518127,-1157.2599608779692,-745.1502671174326,0,0.9158780231335436,0.9474237644584648,-787.908,-3.3366334138153824e-05,-0.0009153052780778355,0.5820340253540124,-0.018049240000065307,0.9159,796.46151096,0.2524071025912,0.32962692276281236
28,28,28,30ft Casing Program 2,869.5944000000003,45.72,-71.628,-25.908,0.9144,0.8382,0.9144,0.9144,0.8382000000000001,0.10488844817318198,0.010087034216739572,0.020174068433479145,2086425.8619208224,21695373.10799417,1604942.9707083246,584.8043093264622,7.961212418373367,8.025989920357564,10.378314616662466,4.829782973718985,-1742.0642702044315,-1157.2599608779692,0,0.9474237644584648,1.0,-833.628,-6.681895297790653e-05,-0.003054962530149887,0.8482935444277535,-31.191860400000017,0.9535,829.1582604000001,0.4279809068918,0.4203126375359535
