,Description,Eff. Tension,Bend. Moment,API M1,vM stress
0,GA1 Seed1,2817.654541015625,482.9607787796467,0.47735533436349337,159828.74706728378
1,GA1 Seed2,2805.64208984375,470.1563092860547,0.47576450739393683,159103.8857740848
