,component,service_life,flaw_geometry,flaw_orientation,flaw_location,flaw_theta,initial_flaw_depth,initial_flaw_length,final_flaw_depth,final_flaw_length,K_r,L_r,K_r_allowable
65,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.5,10,42.022321486579756,10,0.6188157050501134,1.4024605065745728,0.0
66,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.3,15,20.68494894081132,15,0.43425142542679374,1.0805145869788817,0.29274506175894227
67,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.1,20,11.172968505943858,20,0.32001072569462574,0.9066048988013379,0.731060844416245
68,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.1,25,11.172968505943858,25,0.31983290928551256,0.94099096435879,0.6989536040958612
69,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.1,30,11.172968505943858,30,0.3196540219765777,0.973684231717616,0.6659300840351371
70,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.1,35,11.172968505943858,35,0.3194751453723245,1.004776134317352,0.6079335577381921
71,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.1,40,11.172968505943858,40,0.31929741385348887,1.034314117914149,0.45428521264954613
72,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.1,50,11.172968505943858,50,0.3191999769039495,1.0888427459158867,0.27099443456190025
73,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.0,60,8.478790732260483,60,0.2783931933259208,0.9983586042172358,0.6395518056617799
74,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.0,80,8.478790732260483,80,0.2781018960649931,1.0465701945707193,0.40353832451574534
75,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.0,100,8.478790732260483,100,0.27808041099762787,1.0839547281754007,0.2835374040703106
76,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,2.0,120,8.478790732260483,120,0.27808041099762787,1.1132179941780083,0.0
77,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,1.9,150,6.611674003786436,150,0.2457417765688881,1.0225214578891513,0.5098015892031018
78,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,1.9,180,6.611674003786436,180,0.24564345216843844,1.038607994557455,0.43574731741503075
79,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,external_surface,90,1.9,200,6.611674003786436,200,0.24559071541748942,1.0470896922165154,0.40152884233499375
80,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,2.7,5,24.73545511821752,5,0.2933987891139954,1.2643556184319562,0.0
81,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.3,10,15.686742647627046,10,0.28720380536039886,1.3797835546696369,0.0
82,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,15,12.169016325550785,15,0.3089539566194959,1.4094815339493456,0.0
83,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,20,17.677910545463035,20,0.35642488820611284,3.2681016791666457,0.0
84,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,25,23.692222760708884,25,0.39549374585860697,6.8067472685741315,0.0
85,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,30,30.284937118824153,30,0.4297029222136308,4.638985962261903,0.0
86,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,35,37.85276202393597,35,0.4701030108405461,2.1564631219158232,0.0
87,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,40,46.094457727776195,40,0.5056839630113358,1.1873454634652365,0.0
88,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,50,64.93214211784458,50,0.5628195271910458,0.5262796901167649,0.9319931337030446
89,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,60,84.78033817323646,60,0.5971947787266755,0.3156099871054795,0.9757317936387614
90,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,80,118.08870899025881,80,0.6306167494150055,0.1799984821732058,0.9919883784629271
91,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,100,138.844415221999,100,0.6663850503640729,0.13788829919230053,0.9952745162515987
92,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,120,154.54157315106522,120,0.709397936077355,0.11612555859296482,0.9966392507820757
93,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,150,164.12500412053373,150,0.8227135534057461,0.10364300813005342,0.9973193169642163
94,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,180,169.92052151657663,180,0.971327271289978,0.09670009584700034,0.9976648022718375
95,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5,thin_pipe,axial,embedded,90,1.0,200,173.2703048858279,200,1.0927526892551902,0.09316775729812368,0.997831499251088
96,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,14.9,5,22.18782891714719,5,0.44061347264768647,0.8544145573452613,0.7745540719797329
97,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,14.9,10,22.18782891714719,10,0.4398999512039679,0.9924307335350606,0.6459957326230528
98,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,13.8,15,19.511321352077655,15,0.41221048315248693,1.0466524963045094,0.40321866962868586
99,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,12.5,20,16.690182059915635,20,0.3812277436697832,1.0527482833912565,0.38034739398757994
100,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,11.600000000000001,25,14.931158778801922,25,0.36057945904684163,1.0611798986380245,0.3510291080107217
101,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,10.9,30,13.656058892421433,30,0.34483959098214145,1.06657490833515,0.3335753403038644
102,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,10.3,35,12.62495021492853,35,0.33156558241847023,1.0674949822379038,0.33069542897072723
103,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,9.9,40,11.967498353175063,40,0.32281701013224007,1.0747467849080834,0.3089336715041849
104,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,9.200000000000001,50,10.868993268233757,50,0.3076448061399231,1.0795544004277704,0.2953740789575053
105,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,8.7,60,10.121142253679329,60,0.2968724110075877,1.0839917264994536,0.28344003984529986
106,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,8.0,80,9.120197634796689,80,0.2818106548497496,1.0882434748660967,0.27249799623909965
107,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,7.6000000000000005,100,8.570172502555248,100,0.2731810277682746,1.0949057622073886,0.0
108,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,7.300000000000001,120,8.167304372828767,120,0.26668311140288453,1.0973268516396946,0.0
109,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,7.0,150,7.772241786768886,150,0.2601534962190804,1.1000974267443788,0.0
110,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,6.7,180,7.38458666071908,180,0.2535829014907803,1.0929416696444123,0.22525894327221313
111,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,internal_surface,90,6.6000000000000005,200,7.2569484907259865,200,0.25138190098235674,1.0937680171885078,0.0
112,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,14.9,5,23.73731568167922,5,0.4665281349520521,0.8724545240007735,0.7602429568271131
113,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,14.8,10,23.44502571236558,10,0.462771352730967,1.0347048463667217,0.45255855994731714
114,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,13.4,15,19.674776236406135,15,0.42386047806422195,1.0475687710203303,0.399686460743627
115,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,12.200000000000001,20,16.853635311297353,20,0.39228311537861427,1.0542011560515554,0.3751084757485885
116,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,11.3,25,14.961506042947637,25,0.36960750303725437,1.058011345430402,0.3617433853079952
117,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,10.700000000000001,30,13.794612500262707,30,0.35490169635236357,1.0675499819804202,0.3305247866305933
118,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,10.1,35,12.69354954715239,35,0.34044351271099565,1.065580651756503,0.3367188307145116
119,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,9.700000000000001,40,11.995613509816332,40,0.33095190573717,1.0708826339092987,0.3203286054612085
120,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,9.1,50,10.998694835351259,50,0.31690159735959095,1.0806631032460594,0.2923399576487908
121,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,8.600000000000001,60,10.20935173565521,60,0.30531848646288134,1.0832647580472061,0.2853574885394076
122,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,7.9,80,9.160441313588496,80,0.2892094300618066,1.0854653738082607,0.27959309486548994
123,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,7.5,100,8.587609412594917,100,0.28002095222648327,1.091322382597515,0.26486683102151254
124,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,7.2,120,8.16954764504251,120,0.2731202102878574,1.0933130748744773,0.12175874799700381
125,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,6.9,150,7.760795913887499,150,0.2662002158742329,1.0958157121479177,0.0
126,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,6.7,180,7.493211024802907,180,0.2615709646335044,1.097603866641907,0.0
127,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,external_surface,90,6.6000000000000005,200,7.360838328166917,200,0.2592503363633981,1.0984862140001557,0.0
128,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,11.9,5,20.8844422283861,5,0.2804855742049809,1.094592201031725,0.0
129,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,10.9,10,12.155967676390125,10,0.26386600517268494,1.0943565138143148,0.0
130,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,7.6000000000000005,15,9.065077172849994,15,0.3089756275785486,1.0776738112881632,0.3005983283543463
