,K_r,K_r_allowable,L_r,component,final_flaw_depth,final_flaw_length,flaw_geometry,flaw_location,flaw_orientation,flaw_theta,initial_flaw_depth,initial_flaw_length,service_life
11,0.3350247236039247,0.7945480486777907,0.8274979870650987,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",5.611065684992407,100,thin_pipe,external_surface,circumferential,90,0.6,100,5
12,0.4100263740960732,0.7270419486307912,0.9110890917680434,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",7.215946705040842,120,thin_pipe,external_surface,circumferential,90,0.6,120,5
13,0.2567958316469397,0.836057123165839,0.7631145042416396,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",3.221456586552341,150,thin_pipe,external_surface,circumferential,90,0.5,150,5
14,0.3128646334233056,0.8073074158441579,0.8090901602745806,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",4.21165988292716,180,thin_pipe,external_surface,circumferential,90,0.5,180,5
15,0.38210768333603684,0.7628720450780898,0.8692282495374577,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",5.400154990137661,200,thin_pipe,external_surface,circumferential,90,0.5,200,5
0,0.27899275079255975,0.2948027596469782,1.0797620564776342,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",20.751879476716976,5,thin_pipe,embedded,circumferential,90,3.9000000000000004,5,5
1,0.26055670109256257,0.3319777657056804,1.0670853013734976,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",11.816048003921193,10,thin_pipe,embedded,circumferential,90,1.8,10,5
2,0.3056341137752378,0.6551543195292662,0.9838967739779715,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",8.015263252749971,15,thin_pipe,embedded,circumferential,90,1.2000000000000002,15,5
3,0.3409258078719653,0.34865182446561244,1.0618964925125742,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",7.558444272594,20,thin_pipe,embedded,circumferential,90,1.1,20,5
4,0.3433432323182958,0.6507133244014924,0.9880562865212119,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",6.057265414351039,25,thin_pipe,embedded,circumferential,90,1.0,25,5
5,0.3103250744365551,0.7657738863054908,0.8655884905796202,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",4.392272884064755,30,thin_pipe,embedded,circumferential,90,0.9,30,5
6,0.3353811076053605,0.692969051587731,0.9470813892007737,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",4.848828164335163,35,thin_pipe,embedded,circumferential,90,0.9,35,5
7,0.3619111971328926,0.3928011365347831,1.0493807560632766,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",5.371373604680932,40,thin_pipe,embedded,circumferential,90,0.9,40,5
8,0.30904153483681107,0.7439472124313223,0.8919228369407862,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",3.8088639092778376,50,thin_pipe,embedded,circumferential,90,0.8,50,5
9,0.3546375155522818,0.45953234222876715,1.033133470115,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",4.5795664087961345,60,thin_pipe,embedded,circumferential,90,0.8,60,5
10,0.31191108242863985,0.7248720316593011,0.9134634382252796,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",3.483227584535433,80,thin_pipe,embedded,circumferential,90,0.7,80,5
11,0.2466476340965905,0.8259914199954458,0.780024176142801,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",2.3402992163516414,100,thin_pipe,embedded,circumferential,90,0.6,100,5
12,0.33227967156096877,0.6938263403477883,0.9462089342003517,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",3.4148551438125243,120,thin_pipe,embedded,circumferential,90,0.6,120,5
13,0.2579087570666794,0.8250245568420691,0.7815762598819251,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",2.2005750126576338,150,thin_pipe,embedded,circumferential,90,0.5,150,5
14,0.9721092597880135,0.9976526626804817,0.096957335940412,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",169.5508997125938,180,thin_pipe,embedded,circumferential,90,25.0,180,5
15,1.0951563096483714,0.9978117828332489,0.09358555168823372,"20ft Pup Jt., OuterDia, max_dam, @avg elev 761.4",172.61969725203522,200,thin_pipe,embedded,circumferential,90,25.0,200,5
