,component,service_life,flaw_geometry,flaw_orientation,flaw_location,flaw_theta,initial_flaw_depth,initial_flaw_length,final_flaw_depth,final_flaw_length,K_r,L_r,K_r_allowable
136,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,14.9,50,188.82808712288357,50,0.23791090744502358,0.1187250979105026,0.9964911679235547
137,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,14.9,60,188.7825184921482,60,0.28434903882628426,0.1108340884937876,0.9969406795824703
138,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,14.9,80,188.6705079811758,80,0.3783429930125583,0.10123518972069903,0.997444735601055
139,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,14.9,100,188.5491094467296,100,0.47369396371360517,0.09562439877907296,0.9977155662202335
140,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,14.9,120,188.43611603622858,120,0.5708527054283857,0.09194738001926014,0.9978890909012421
141,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,14.9,150,188.31344313709374,150,0.7222763994268978,0.08830982199087072,0.9980524466949076
142,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,14.9,180,188.27454676718742,180,0.8855103218071195,0.08588079138171342,0.9981551388355382
143,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",1,thin_pipe,axial,embedded,90,1.0,200,188.91518307776,200,1.008314769467754,0.08433062821349822,0.9982206750924593
144,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,5,inf,5,inf,,
145,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,10,inf,10,inf,,
146,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,15,inf,15,inf,,
147,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,20,inf,20,inf,,
148,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,25,inf,25,inf,,
149,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,30,inf,30,inf,,
150,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,35,inf,35,inf,,
151,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,40,inf,40,inf,,
152,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,50,inf,50,inf,,
153,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,60,inf,60,inf,,
154,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,80,inf,80,inf,,
155,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,100,inf,100,inf,,
156,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,120,inf,120,inf,,
157,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,150,inf,150,inf,,
158,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,180,inf,180,inf,,
159,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,internal_surface,90,14.9,200,inf,200,inf,,
160,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,5,inf,5,inf,,
161,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,10,inf,10,inf,,
162,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,15,inf,15,inf,,
163,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,20,inf,20,inf,,
164,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,25,inf,25,inf,,
165,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,30,inf,30,inf,,
166,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,35,inf,35,inf,,
167,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,40,inf,40,inf,,
168,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,50,inf,50,inf,,
169,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,60,inf,60,inf,,
170,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,80,inf,80,inf,,
171,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,100,inf,100,inf,,
172,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,120,inf,120,inf,,
173,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,150,inf,150,inf,,
174,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,180,inf,180,inf,,
175,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,external_surface,90,14.9,200,inf,200,inf,,
176,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,5,192.47075963617877,5,0.023980129243866995,0.9284928353605507,0.7109398139934564
177,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,10,192.48596671526445,10,0.044675659203137846,0.3613477806146153,0.9683041845763062
178,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,15,192.47947889386583,15,0.06555941554130391,0.24334772760791015,0.985457436203597
179,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,20,,20,,,
180,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,25,192.49985236662602,25,0.10857191674581511,0.16590265696744355,0.9931781018096558
181,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,30,192.50256104425773,30,0.13059463037393254,0.1485500487913537,0.9945226763659348
182,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,35,192.45153257693653,35,0.1531089738609815,0.13664892839790227,0.9953571290607593
183,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,40,192.50943423151773,40,0.17533709190612204,0.12787535002725048,0.995931676321982
184,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,50,192.50619151427398,50,0.22083623142885306,0.11599433512888187,0.9966467259318206
185,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,60,192.4960383490743,60,0.2668908325793392,0.10828590512477457,0.9970774773762313
186,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,80,192.46793344632417,80,0.36022047460717765,0.09888444616634538,0.9975617191174848
187,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,100,192.43617172180407,100,0.45505634524330363,0.09336815289634429,0.9978220422467788
188,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,120,192.40729140819755,120,0.5518517772261197,0.08974165136964547,0.9979919132362636
189,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,150,192.37987519102447,150,0.7030097661685044,0.0861510259737669,0.9981437141261805
190,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,180,192.33201631939755,180,0.8665078331837627,0.08379225791981824,0.9982434357763722
191,"75ft Bare jt.  - protected, OuterDia, max_dam, @avg elev 48.9",5,thin_pipe,axial,embedded,90,14.9,200,192.41254981507967,200,0.9893727078957694,0.08256717065198185,0.9982952287976372
