,flaw_geometry,flaw_orientation,flaw_location,flaw_theta,flaw_depth,flaw_length,K_r,L_r,K_r_allowable
0,thin_pipe,axial,embedded,90,1.0,200,0.16230599973886073,0.649375919206356,0.8911312428248978
1,thin_pipe,axial,embedded,90,1.1,200,0.1736009915240862,0.6601093060022761,0.886769527566642
2,thin_pipe,axial,embedded,90,1.2,200,0.18474499357531748,0.6711051610447349,0.8821318313247496
3,thin_pipe,axial,embedded,90,1.3,200,0.19575052919293434,0.682371020148594,0.8772051318740184
4,thin_pipe,axial,embedded,90,1.4,200,0.20662586309779418,0.6939146468228565,0.871966837409163
5,thin_pipe,axial,embedded,90,1.5,200,0.2173764766056152,0.7057440388024732,0.8663927672141177
6,thin_pipe,axial,embedded,90,1.6,200,0.2280060443816172,0.7178674347188266,0.8604570985947774
7,thin_pipe,axial,embedded,90,1.7000000000000002,200,0.2385170853738535,0.7302933209068234,0.854127288391351
8,thin_pipe,axial,embedded,90,1.8,200,0.24891139759951858,0.7430304383458266,0.847335532856099
9,thin_pipe,axial,embedded,90,1.9,200,0.2591903480008746,0.7560877897308993,0.8400856270745558
10,thin_pipe,axial,embedded,90,2.0,200,0.2693550643983329,0.7694746466699594,0.8323442111911341
11,thin_pipe,axial,embedded,90,2.1,200,0.2794065610052454,0.7832005570014977,0.824012708708194
12,thin_pipe,axial,embedded,90,2.2,200,0.2893458187730706,0.7972753522264255,0.8150969096227356
13,thin_pipe,axial,embedded,90,2.3,200,0.2991229941097315,0.8117091550464366,0.8055317948168316
14,thin_pipe,axial,embedded,90,2.4000000000000004,200,0.30877480341205893,0.8265123869999413,0.7952449212091683
15,thin_pipe,axial,embedded,90,2.5,200,0.3183138378576536,0.8416957761851571,0.7842132336378059
16,thin_pipe,axial,embedded,90,2.6,200,0.3277410915147729,0.8572703650583273,0.7723428780082882
17,thin_pipe,axial,embedded,90,2.7,200,0.3370576156738817,0.8732475182932211,0.7595923489320838
18,thin_pipe,axial,embedded,90,2.8,200,0.3462645143872675,0.8896389306861,0.7459192910432011
19,thin_pipe,axial,embedded,90,2.9000000000000004,200,0.35536293782722855,0.9064566350881372,0.7311928835764645
20,thin_pipe,axial,embedded,90,3.0,200,0.36435407449150303,0.9237130103448564,0.7154188827942847
21,thin_pipe,axial,embedded,90,3.1,200,0.37323914294433025,0.9414207892195211,0.6985312510556245
22,thin_pipe,axial,embedded,90,3.2,200,0.3820193835444343,0.9595930662744669,0.6804621788561239
23,thin_pipe,axial,embedded,90,3.3000000000000003,200,0.3906960504464769,0.9782433056811869,0.6611548000329364
24,thin_pipe,axial,embedded,90,3.4000000000000004,200,0.39927040404861114,0.9973853489264694,0.6406097885943749
25,thin_pipe,axial,embedded,90,3.5,200,0.4077437039806391,1.0170334223780404,0.5381526763104565
26,thin_pipe,axial,embedded,90,3.6,200,0.4161172026743496,1.0372021446689956,0.44172432426244573
