,FileName,SN1,SN2,SN3
0,results\Plots\LifeFTG_Allruns_Corrected_Runs_Petrobras_DirProb_ThkCorr_1.0_Repaired,212.064092989647,30.134285449235,22.306569332428502
1,results\Plots\Life60m_repaired,275.436919857119,38.024944617161495,28.136608077339996
2,results\Plots\Life40m_repaired,401.757560211172,53.6175599974545,39.2822245213502
