,FileName,SN1,SN2,SN3
0,results\Plots\LifeFatigueProcess_fatigueLoadingTemplateWH045_Test,34.1930415267865,10.2757283293392,8.18434282938922
1,results\Plots\LifeFTG_Allruns_Corrected_Runs_Petrobras_DirProb_ThkCorr_1.0_Repaired,212.064092989647,30.134285449235,22.306569332428502
2,results\Plots\LifeSE2000_repaired,548.514453291103,68.44367269791731,51.32199229863541
3,results\Plots\Life60m_repaired,275.436919857119,38.024944617161495,28.136608077339996
4,results\Plots\Life40m_repaired,401.757560211172,53.6175599974545,39.2822245213502
