,FileName,SN1,SN2,SN3
0,results\Plots\LifeFTG_Allruns_Corrected_Runs_Petrobras_DirProb_ThkCorr_1.0_Repaired,212.064092989647,30.134285449235,22.306569332428502
1,results\Plots\LifeSE2000_repaired,548.514453291103,68.44367269791731,51.32199229863541
