,K_r,K_r_allowable,L_r,component,final_flaw_depth,final_flaw_length,flaw_geometry,flaw_location,flaw_orientation,flaw_theta,initial_flaw_depth,initial_flaw_length,service_life
0,0.473673829993561,0.8017039707758148,0.8172942345346699,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",23.052719166554674,5,thin_pipe,internal_surface,circumferential,90,5.1000000000000005,5,5
1,0.473067869619434,0.6594674405388904,0.9798542667743791,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",23.052719166554674,10,thin_pipe,internal_surface,circumferential,90,5.1000000000000005,10,5
2,0.4521718620639334,0.45525623001282695,1.034094481255959,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",21.07697069848606,15,thin_pipe,internal_surface,circumferential,90,5.0,15,5
3,0.415176726959296,0.5847975010932239,1.008661071122978,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",17.750308074842646,20,thin_pipe,internal_surface,circumferential,90,4.8,20,5
4,0.39840239283177986,0.4860949475101233,1.027375696673763,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",16.347726253134994,25,thin_pipe,internal_surface,circumferential,90,4.7,25,5
5,0.3830979359131333,0.4622668260028447,1.0325240307892571,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",15.114364878093328,30,thin_pipe,internal_surface,circumferential,90,4.6000000000000005,30,5
6,0.3674267213442862,0.5076795309503868,1.0229467827378453,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",13.896587693375745,35,thin_pipe,internal_surface,circumferential,90,4.5,35,5
7,0.35195290500698956,0.6061658253265799,1.0050679034878283,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",12.741830810239822,40,thin_pipe,internal_surface,circumferential,90,4.4,40,5
8,0.3377849210925882,0.5821076604003824,1.0091236958930776,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",11.735013539755414,50,thin_pipe,internal_surface,circumferential,90,4.300000000000001,50,5
9,0.3375965574914628,0.3872901468247969,1.050856140246535,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",11.735013539755414,60,thin_pipe,internal_surface,circumferential,90,4.300000000000001,60,5
10,0.32447908929118974,0.34794300865308364,1.0621121864623415,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",10.83880251423314,80,thin_pipe,internal_surface,circumferential,90,4.2,80,5
11,0.3107194939967037,0.3894186212943173,1.05028374374961,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",9.937110192988488,100,thin_pipe,internal_surface,circumferential,90,4.1,100,5
12,0.2982876950759148,0.46007507656846225,1.0330119324731821,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",9.151320757159695,120,thin_pipe,internal_surface,circumferential,90,4.0,120,5
13,0.29820809308148216,0.31299965788433604,1.0733501049894327,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",9.151320757159695,150,thin_pipe,internal_surface,circumferential,90,4.0,150,5
14,0.28673352338759267,0.3690158482564237,1.0559196932580603,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.459198208642581,180,thin_pipe,internal_surface,circumferential,90,3.9000000000000004,180,5
15,0.28673352338759267,0.30969535606379744,1.0744838496681874,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.459198208642581,200,thin_pipe,internal_surface,circumferential,90,3.9000000000000004,200,5
0,,,,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",,5,thin_pipe,external_surface,circumferential,90,24.8,5,5
1,,,,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",,10,thin_pipe,external_surface,circumferential,90,24.8,10,5
2,,,,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",,15,thin_pipe,external_surface,circumferential,90,24.8,15,5
3,,,,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",,20,thin_pipe,external_surface,circumferential,90,24.8,20,5
4,0.24262485274750004,0.2627104636556766,1.092209874935667,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",17.802014404801636,25,thin_pipe,external_surface,circumferential,90,17.8,25,5
5,0.3036520321964673,0.3105963372361821,1.0741728289211958,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",16.02178885190388,30,thin_pipe,external_surface,circumferential,90,15.700000000000001,30,5
6,0.3471615701859969,0.34896834755254735,1.0618009007557518,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",14.74558359859057,35,thin_pipe,external_surface,circumferential,90,7.300000000000001,35,5
7,0.3778364046757432,0.40117787144092704,1.0471809560007885,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",13.676806020309078,40,thin_pipe,external_surface,circumferential,90,2.3,40,5
8,0.4061093975677682,0.651035627998314,0.9877544114199927,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",11.397599079303243,50,thin_pipe,external_surface,circumferential,90,1.7000000000000002,50,5
9,0.4363331337070613,0.4699867257045204,1.0308242932166056,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",11.504428848452928,60,thin_pipe,external_surface,circumferential,90,1.6,60,5
10,0.43904489946705855,0.6625895233974307,0.9768735421377037,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",9.532681807355575,80,thin_pipe,external_surface,circumferential,90,1.4,80,5
11,0.44979541234620335,0.6646352723177005,0.9749204183791782,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.883041994047286,100,thin_pipe,external_surface,circumferential,90,1.3,100,5
12,0.4184670788355351,0.7175056830012843,0.9214860876795183,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.420078253703027,120,thin_pipe,external_surface,circumferential,90,1.2000000000000002,120,5
13,0.4069210490767235,0.7352622617367242,0.9018872246537281,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",6.567248303338307,150,thin_pipe,external_surface,circumferential,90,1.1,150,5
14,0.36127130664021423,0.7761217601421992,0.8523898521389929,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.203768699257673,180,thin_pipe,external_surface,circumferential,90,1.0,180,5
15,0.4811965401318663,0.6745224844513051,0.9653884181903086,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.186257467135697,200,thin_pipe,external_surface,circumferential,90,1.0,200,5
0,0.2682542138204824,0.6593092060640042,0.9800052356718606,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",18.03719403488267,5,thin_pipe,embedded,circumferential,90,5.6000000000000005,5,5
1,0.26188067380149105,0.29813415956103967,1.0785565097221657,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",11.982915994340532,10,thin_pipe,embedded,circumferential,90,5.4,10,5
2,0.30704764872925994,0.5327352373260081,1.0180575104472085,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.431977898881163,15,thin_pipe,embedded,circumferential,90,2.5,15,5
3,0.33592318276802846,0.5543260381984397,1.0140423897188753,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",7.079801849226138,20,thin_pipe,embedded,circumferential,90,2.1,20,5
4,0.34216900865467925,0.657106579390845,0.9820682537593571,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.996725335491265,25,thin_pipe,embedded,circumferential,90,1.9000000000000001,25,5
5,0.3477098533348785,0.6461903411420161,0.9922517100698666,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",5.58434854309754,30,thin_pipe,embedded,circumferential,90,1.8,30,5
6,0.34023418391595217,0.6763430751941629,0.9636146996590564,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.985543498566278,35,thin_pipe,embedded,circumferential,90,1.7000000000000002,35,5
7,0.32318697317131656,0.7221760171928958,0.9164134462122542,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.337138629602318,40,thin_pipe,embedded,circumferential,90,1.6,40,5
8,0.3177939129291953,0.7240932092281881,0.9143156340947187,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.985386565095172,50,thin_pipe,embedded,circumferential,90,1.5,50,5
9,0.3609055977579996,0.3718080565609803,1.0551280980764426,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4.7127476902627015,60,thin_pipe,embedded,circumferential,90,1.5,60,5
10,0.317373630347229,0.7122663860352365,0.9270771879319494,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.5734233690380006,80,thin_pipe,embedded,circumferential,90,1.3,80,5
11,0.3266699970558645,0.694751427661229,0.9452674812266951,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.5204535591869632,100,thin_pipe,embedded,circumferential,90,1.2000000000000002,100,5
12,0.32973226939789535,0.6999594578842089,0.9399665465683286,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",3.37347401236162,120,thin_pipe,embedded,circumferential,90,1.1,120,5
13,0.2617083278939907,0.8213310585098367,0.787505349931452,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",2.243555072785868,150,thin_pipe,embedded,circumferential,90,0.9,150,5
14,0.26828615712273923,0.8254600289459346,0.7808772062786398,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",2.1450779672040956,180,thin_pipe,embedded,circumferential,90,0.8,180,5
15,0.2249982083391552,0.8619476872650144,0.714857613464984,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.6011886288432629,200,thin_pipe,embedded,circumferential,90,0.7,200,5
