,K_r,K_r_allowable,L_r,component,final_flaw_depth,final_flaw_length,flaw_geometry,flaw_location,flaw_orientation,flaw_theta,initial_flaw_depth,initial_flaw_length,service_life
0,0.7519260744662013,0.30042662022120625,1.0777348232932127,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",57.97302280984053,5,thin_pipe,internal_surface,circumferential,90,2.1,5,6
1,0.5705139050088538,0.4577039334794193,1.0335429162683418,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",33.34888923753151,10,thin_pipe,internal_surface,circumferential,90,2.0,10,6
2,0.44496431405154446,0.5961323131489634,1.0067371368607994,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",20.266090246817253,15,thin_pipe,internal_surface,circumferential,90,1.9000000000000001,15,6
3,0.4447652896009185,0.0,1.1254392279181893,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",20.266090246817253,20,thin_pipe,internal_surface,circumferential,90,1.9000000000000001,20,6
4,0.3568741875312584,0.7249964916751405,0.913327252739126,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",13.00137762885424,25,thin_pipe,internal_surface,circumferential,90,1.8,25,6
5,0.35672226730705014,0.6884354185865411,0.9516578200529693,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",13.00137762885424,30,thin_pipe,internal_surface,circumferential,90,1.8,30,6
6,0.3565723297111917,0.6515707355247714,0.9872532204922292,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",13.00137762885424,35,thin_pipe,internal_surface,circumferential,90,1.8,35,6
7,0.3564249952239122,0.5203785693851902,1.0204361081387292,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",13.00137762885424,40,thin_pipe,internal_surface,circumferential,90,1.8,40,6
8,0.35628767212484974,0.29237863841177325,1.080648820787475,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",13.00137762885424,50,thin_pipe,internal_surface,circumferential,90,1.8,50,6
9,0.2928026746130186,0.7294801918586026,0.908379776929058,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.742720357204057,60,thin_pipe,internal_surface,circumferential,90,1.7000000000000002,60,6
10,0.2926460095589476,0.6918750004988671,0.9481947950771469,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.742720357204057,80,thin_pipe,internal_surface,circumferential,90,1.7000000000000002,80,6
11,0.2925077405307649,0.6579612738497074,0.981267732205068,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.742720357204057,100,thin_pipe,internal_surface,circumferential,90,1.7000000000000002,100,6
12,0.2923820124692724,0.5774256600672425,1.0099346689701023,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.742720357204057,120,thin_pipe,internal_surface,circumferential,90,1.7000000000000002,120,6
13,0.2922096767503614,0.4004110835221775,1.0473803456606807,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.742720357204057,150,thin_pipe,internal_surface,circumferential,90,1.7000000000000002,150,6
14,0.29219728002087836,0.2937700636792076,1.0801397286416488,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.742720357204057,180,thin_pipe,internal_surface,circumferential,90,1.7000000000000002,180,6
15,0.29219728002087836,0.0,1.0999814573099553,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",8.742720357204057,200,thin_pipe,internal_surface,circumferential,90,1.7000000000000002,200,6
0,0.635332119192558,0.5188240775176006,1.020739491807579,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",46.435593450292444,5,thin_pipe,internal_surface,axial,90,2.4000000000000004,5,6
1,0.5150737230753575,0.3792230906962457,1.053058474050426,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",30.528212457790836,10,thin_pipe,internal_surface,axial,90,2.3,10,6
2,0.3557450130568648,0.7124284556362073,0.9269042358368933,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",14.498238608042648,15,thin_pipe,internal_surface,axial,90,2.1,15,6
3,0.3554205511716345,0.6526728241715032,0.9862209852796359,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",14.498238608042648,20,thin_pipe,internal_surface,axial,90,2.1,20,6
4,0.3550713429371084,0.41145314867188343,1.0445506939059088,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",14.498238608042648,25,thin_pipe,internal_surface,axial,90,2.1,25,6
5,0.3550372193111355,0.0,1.1015363879582791,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",14.498238608042648,30,thin_pipe,internal_surface,axial,90,2.1,30,6
6,0.30236853440551903,0.6550880737545289,0.9839588209118294,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",10.486503532118958,35,thin_pipe,internal_surface,axial,90,2.0,35,6
7,0.3022125063112438,0.5729227773821992,1.0107212836641069,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",10.486503532118958,40,thin_pipe,internal_surface,axial,90,2.0,40,6
8,0.30197225646920756,0.3554180372488027,1.05986909943939,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",10.486503532118958,50,thin_pipe,internal_surface,axial,90,2.0,50,6
9,0.30197225646920756,0.0,1.1034218279406607,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",10.486503532118958,60,thin_pipe,internal_surface,axial,90,2.0,60,6
