,K_r,K_r_allowable,L_r,component,final_flaw_depth,final_flaw_length,flaw_geometry,flaw_location,flaw_orientation,flaw_theta,initial_flaw_depth,initial_flaw_length,service_life
0,6.529133783739947,1.0,-2.9939198297942853,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",4402.794272420246,5,thin_pipe,internal_surface,circumferential,90,3,5,5
1,0.11698858981382305,0.8800369424317137,0.675929036703198,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,10,thin_pipe,internal_surface,circumferential,90,1,10,5
2,0.11699147555263348,0.8786650414594135,0.679088096703039,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,15,thin_pipe,internal_surface,circumferential,90,1,15,5
3,0.11699383809197353,0.8775163025369195,0.6816775367800625,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,20,thin_pipe,internal_surface,circumferential,90,1,20,5
4,0.11699582689096458,0.8765372293184803,0.6838595258764378,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,25,thin_pipe,internal_surface,circumferential,90,1,25,5
5,0.1169975393491484,0.8756934802618274,0.6857399278801091,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,30,thin_pipe,internal_surface,circumferential,90,1,30,5
6,0.11699904163958696,0.8749527379899176,0.6873907661729879,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,35,thin_pipe,internal_surface,circumferential,90,1,35,5
7,0.11700038028022165,0.8742922583369265,0.6888627290191394,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,40,thin_pipe,internal_surface,circumferential,90,1,40,5
8,0.11700269247092634,0.8731294182343261,0.6914073228403149,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,50,thin_pipe,internal_surface,circumferential,90,1,50,5
9,0.11700465541038982,0.8721267959037635,0.6935696662752315,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,60,thin_pipe,internal_surface,circumferential,90,1,60,5
10,0.11700791567863914,0.8704595521221267,0.6971653907426939,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,80,thin_pipe,internal_surface,circumferential,90,1,80,5
11,0.11701062270062045,0.86907095293066,0.7001549816720737,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,100,thin_pipe,internal_surface,circumferential,90,1,100,5
12,0.11701298384251818,0.867819999512594,0.7027655736403056,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,120,thin_pipe,internal_surface,circumferential,90,1,120,5
13,0.11701609325163752,0.8661705779162734,0.7062077216127222,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,150,thin_pipe,internal_surface,circumferential,90,1,150,5
14,0.11701882867116997,0.864717639110407,0.7092398332182782,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,180,thin_pipe,internal_surface,circumferential,90,1,180,5
15,0.1170204855444404,0.8638193991409283,0.7110782219415668,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.3794536763027605,200,thin_pipe,internal_surface,circumferential,90,1,200,5
0,1.0336699036795718,0.0,6.793768873304471,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",123.03169871658065,5,thin_pipe,internal_surface,axial,90,3,5,5
1,0.106454151001038,0.8408733804452156,0.7546934890990672,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.2716805667675668,10,thin_pipe,internal_surface,axial,90,1,10,5
2,0.10645752913062281,0.8392472064148518,0.7575717699956706,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.2716805667675668,15,thin_pipe,internal_surface,axial,90,1,15,5
3,0.1064604359947898,0.8378455158558,0.7600510240666695,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.2716805667675668,20,thin_pipe,internal_surface,axial,90,1,20,5
4,0.10646302039915176,0.8365575996801027,0.762257198187946,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.2716805667675668,25,thin_pipe,internal_surface,axial,90,1,25,5
5,0.10646536787108268,0.8353868317216425,0.7642626998042109,"75ft Buoyancy Jt. 2500 ft rating, OuterDia, max_dam, @avg elev 380.4",1.2716805667675668,30,thin_pipe,internal_surface,axial,90,1,30,5
