,io,dominant_mode,min_mode,max_mode
235,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp236_hm.out,11.0,1.0,14.0
236,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp237_hm.out,10.0,1.0,13.0
237,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp238_hm.out,6.0,1.0,9.0
238,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp239_hm.out,4.0,1.0,7.0
239,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp240_hm.out,9.0,1.0,11.0
240,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp241_hm.out,6.0,1.0,8.0
241,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp242_hm.out,4.0,1.0,6.0
242,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp243_hm.out,10.0,1.0,12.0
243,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp244_hm.out,6.0,1.0,10.0
244,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp245_hm.out,8.0,1.0,15.0
245,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp246_hm.out,3.0,1.0,7.0
246,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp247_hm.out,12.0,1.0,16.0
247,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp248_hm.out,4.0,1.0,9.0
248,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp249_hm.out,9.0,1.0,12.0
249,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp250_hm.out,8.0,1.0,10.0
250,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp251_hm.out,4.0,1.0,9.0
251,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp252_hm.out,12.0,1.0,15.0
252,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp253_hm.out,7.0,1.0,16.0
253,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp254_hm.out,8.0,1.0,10.0
254,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp255_hm.out,7.0,1.0,9.0
255,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp256_hm.out,8.0,1.0,11.0
256,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp257_hm.out,5.0,1.0,9.0
257,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp258_hm.out,5.0,1.0,8.0
258,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp259_hm.out,9.0,1.0,12.0
259,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp260_hm.out,4.0,1.0,10.0
260,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp261_hm.out,9.0,1.0,12.0
261,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp262_hm.out,4.0,1.0,10.0
262,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp263_hm.out,4.0,1.0,7.0
263,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp264_hm.out,4.0,1.0,11.0
264,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp265_hm.out,4.0,1.0,6.0
265,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp266_hm.out,11.0,1.0,14.0
266,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp267_hm.out,7.0,1.0,12.0
267,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp268_hm.out,7.0,1.0,14.0
268,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp269_hm.out,10.0,1.0,12.0
269,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp270_hm.out,3.0,1.0,7.0
270,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp271_hm.out,4.0,1.0,12.0
271,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp272_hm.out,6.0,1.0,13.0
272,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp273_hm.out,9.0,1.0,12.0
273,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp274_hm.out,7.0,1.0,9.0
274,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp275_hm.out,4.0,1.0,8.0
275,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp276_hm.out,10.0,1.0,12.0
276,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp277_hm.out,4.0,1.0,6.0
277,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp278_hm.out,6.0,1.0,13.0
278,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp279_hm.out,10.0,1.0,13.0
279,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp280_hm.out,23.0,1.0,29.0
280,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp281_hm.out,5.0,1.0,15.0
281,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp282_hm.out,4.0,1.0,9.0
282,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp283_hm.out,4.0,1.0,5.0
283,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp284_hm.out,4.0,1.0,10.0
284,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp285_hm.out,6.0,1.0,11.0
285,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp286_hm.out,3.0,1.0,9.0
286,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp287_hm.out,11.0,1.0,14.0
287,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp288_hm.out,10.0,1.0,12.0
288,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp289_hm.out,7.0,1.0,10.0
289,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp290_hm.out,7.0,1.0,10.0
290,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp291_hm.out,4.0,1.0,11.0
291,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp292_hm.out,5.0,1.0,15.0
292,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp293_hm.out,5.0,1.0,7.0
293,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp294_hm.out,12.0,1.0,19.0
294,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp295_hm.out,3.0,1.0,5.0
295,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp296_hm.out,3.0,1.0,5.0
296,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp297_hm.out,4.0,1.0,10.0
297,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp298_hm.out,9.0,1.0,12.0
298,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp299_hm.out,11.0,1.0,13.0
299,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp300_hm.out,11.0,1.0,16.0
300,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp301_hm.out,5.0,1.0,8.0
301,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp302_hm.out,13.0,1.0,17.0
302,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp303_hm.out,4.0,1.0,10.0
303,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp304_hm.out,2.0,1.0,10.0
304,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp305_hm.out,10.0,1.0,18.0
305,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp306_hm.out,11.0,1.0,15.0
306,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp307_hm.out,9.0,1.0,11.0
307,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp308_hm.out,9.0,1.0,11.0
308,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp309_hm.out,11.0,1.0,14.0
309,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp310_hm.out,5.0,1.0,9.0
310,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp311_hm.out,5.0,1.0,8.0
311,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp312_hm.out,5.0,1.0,6.0
312,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp313_hm.out,11.0,1.0,14.0
313,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp314_hm.out,3.0,1.0,5.0
314,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp315_hm.out,3.0,1.0,10.0
315,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp316_hm.out,6.0,1.0,8.0
316,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp317_hm.out,13.0,1.0,19.0
317,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp318_hm.out,13.0,1.0,18.0
318,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp319_hm.out,7.0,1.0,9.0
319,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp320_hm.out,4.0,1.0,8.0
320,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp321_hm.out,3.0,1.0,16.0
321,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp322_hm.out,10.0,1.0,13.0
322,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp323_hm.out,10.0,1.0,14.0
323,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp324_hm.out,4.0,1.0,6.0
324,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp325_hm.out,11.0,1.0,16.0
325,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp326_hm.out,13.0,1.0,19.0
326,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp327_hm.out,4.0,1.0,10.0
327,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp328_hm.out,11.0,1.0,15.0
328,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp329_hm.out,8.0,1.0,12.0
329,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp330_hm.out,9.0,1.0,12.0
330,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp331_hm.out,4.0,1.0,6.0
331,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp332_hm.out,5.0,1.0,11.0
332,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp333_hm.out,10.0,1.0,13.0
333,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp334_hm.out,9.0,1.0,12.0
334,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp335_hm.out,7.0,1.0,10.0
335,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp336_hm.out,8.0,1.0,12.0
336,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp337_hm.out,12.0,1.0,15.0
337,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp338_hm.out,6.0,1.0,9.0
338,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp339_hm.out,4.0,1.0,6.0
339,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp340_hm.out,5.0,1.0,9.0
340,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp341_hm.out,5.0,1.0,7.0
341,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp342_hm.out,4.0,1.0,11.0
342,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp343_hm.out,4.0,1.0,5.0
343,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp344_hm.out,11.0,1.0,16.0
344,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp345_hm.out,8.0,1.0,11.0
345,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp346_hm.out,4.0,1.0,6.0
346,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp347_hm.out,3.0,1.0,10.0
347,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp348_hm.out,7.0,1.0,11.0
348,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp349_hm.out,4.0,1.0,10.0
349,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp350_hm.out,8.0,1.0,11.0
350,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp351_hm.out,6.0,1.0,10.0
351,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp352_hm.out,13.0,1.0,16.0
352,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp353_hm.out,11.0,1.0,13.0
353,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp354_hm.out,6.0,1.0,8.0
354,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp355_hm.out,7.0,1.0,11.0
355,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp356_hm.out,13.0,1.0,17.0
356,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp357_hm.out,5.0,1.0,9.0
357,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp358_hm.out,7.0,1.0,10.0
358,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp359_hm.out,6.0,1.0,8.0
359,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp360_hm.out,9.0,1.0,11.0
360,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp361_hm.out,4.0,1.0,13.0
361,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp362_hm.out,4.0,1.0,10.0
362,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp363_hm.out,5.0,1.0,11.0
363,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp364_hm.out,8.0,1.0,11.0
364,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp365_hm.out,9.0,1.0,11.0
365,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp366_hm.out,10.0,1.0,14.0
366,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp367_hm.out,8.0,1.0,10.0
367,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp368_hm.out,9.0,1.0,13.0
368,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp369_hm.out,17.0,1.0,26.0
369,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp370_hm.out,24.0,1.0,30.0
370,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp371_hm.out,5.0,1.0,9.0
371,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp372_hm.out,14.0,1.0,20.0
372,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp373_hm.out,3.0,1.0,5.0
373,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp374_hm.out,5.0,1.0,16.0
374,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp375_hm.out,9.0,1.0,12.0
375,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp376_hm.out,13.0,1.0,19.0
376,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp377_hm.out,8.0,1.0,11.0
377,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp378_hm.out,4.0,1.0,11.0
378,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp379_hm.out,8.0,1.0,10.0
379,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp380_hm.out,9.0,1.0,11.0
380,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp381_hm.out,7.0,1.0,9.0
381,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp382_hm.out,4.0,1.0,5.0
382,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp383_hm.out,11.0,1.0,22.0
383,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp384_hm.out,6.0,1.0,8.0
384,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp385_hm.out,5.0,1.0,9.0
385,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp386_hm.out,4.0,1.0,5.0
386,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp387_hm.out,8.0,1.0,14.0
387,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp388_hm.out,8.0,1.0,10.0
388,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp389_hm.out,10.0,1.0,13.0
389,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp390_hm.out,9.0,1.0,12.0
390,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp391_hm.out,14.0,1.0,20.0
391,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp392_hm.out,12.0,1.0,18.0
392,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp393_hm.out,6.0,1.0,11.0
393,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp394_hm.out,8.0,1.0,11.0
394,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp395_hm.out,15.0,1.0,23.0
395,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp396_hm.out,20.0,1.0,27.0
396,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp397_hm.out,9.0,1.0,11.0
397,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp398_hm.out,11.0,1.0,14.0
398,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp399_hm.out,5.0,1.0,9.0
399,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp400_hm.out,17.0,1.0,26.0
400,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp401_hm.out,10.0,1.0,12.0
401,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp402_hm.out,3.0,1.0,5.0
402,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp403_hm.out,6.0,1.0,8.0
403,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp404_hm.out,9.0,1.0,12.0
404,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp405_hm.out,4.0,1.0,6.0
405,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp406_hm.out,4.0,1.0,5.0
406,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp407_hm.out,9.0,1.0,11.0
407,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp408_hm.out,3.0,1.0,12.0
408,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp409_hm.out,6.0,1.0,7.0
409,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp410_hm.out,10.0,1.0,12.0
410,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp411_hm.out,8.0,1.0,11.0
411,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp412_hm.out,13.0,1.0,19.0
412,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp413_hm.out,11.0,1.0,14.0
413,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp414_hm.out,5.0,1.0,9.0
414,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp415_hm.out,12.0,1.0,18.0
415,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp416_hm.out,13.0,1.0,19.0
416,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp417_hm.out,5.0,1.0,8.0
417,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp418_hm.out,8.0,1.0,14.0
418,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp419_hm.out,17.0,1.0,25.0
419,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp420_hm.out,14.0,1.0,20.0
420,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp421_hm.out,10.0,1.0,13.0
421,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp422_hm.out,6.0,1.0,7.0
422,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp423_hm.out,7.0,1.0,8.0
423,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp424_hm.out,12.0,1.0,16.0
424,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp425_hm.out,15.0,1.0,21.0
425,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp426_hm.out,10.0,1.0,13.0
426,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp427_hm.out,8.0,1.0,11.0
427,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp428_hm.out,14.0,1.0,20.0
428,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp429_hm.out,25.0,1.0,30.0
429,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp430_hm.out,12.0,1.0,19.0
430,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp431_hm.out,16.0,1.0,25.0
431,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp432_hm.out,24.0,1.0,30.0
432,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp433_hm.out,19.0,1.0,26.0
433,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp434_hm.out,2.0,1.0,7.0
434,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp435_hm.out,4.0,1.0,5.0
435,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp436_hm.out,3.0,1.0,5.0
436,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp437_hm.out,7.0,1.0,15.0
437,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp438_hm.out,10.0,1.0,13.0
438,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp439_hm.out,9.0,1.0,12.0
439,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp440_hm.out,9.0,1.0,11.0
440,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp441_hm.out,19.0,1.0,25.0
441,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp442_hm.out,4.0,1.0,10.0
442,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp443_hm.out,6.0,1.0,8.0
443,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp444_hm.out,5.0,1.0,14.0
444,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp445_hm.out,4.0,1.0,9.0
445,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp446_hm.out,2.0,1.0,8.0
446,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp447_hm.out,5.0,1.0,9.0
447,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp448_hm.out,4.0,1.0,13.0
448,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp449_hm.out,2.0,1.0,6.0
449,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp450_hm.out,19.0,1.0,25.0
450,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp451_hm.out,24.0,1.0,29.0
451,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp452_hm.out,4.0,1.0,5.0
452,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp453_hm.out,7.0,1.0,11.0
453,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp454_hm.out,8.0,1.0,11.0
454,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp455_hm.out,10.0,1.0,14.0
455,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp456_hm.out,9.0,1.0,12.0
456,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp457_hm.out,9.0,1.0,12.0
457,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp458_hm.out,11.0,1.0,14.0
458,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp459_hm.out,11.0,1.0,14.0
459,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp460_hm.out,8.0,1.0,10.0
460,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp461_hm.out,6.0,1.0,8.0
461,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp462_hm.out,10.0,1.0,12.0
462,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp463_hm.out,11.0,1.0,14.0
463,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp464_hm.out,6.0,1.0,8.0
464,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp465_hm.out,17.0,1.0,23.0
465,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp466_hm.out,5.0,1.0,9.0
466,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp467_hm.out,6.0,1.0,10.0
467,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp468_hm.out,2.0,1.0,8.0
468,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp469_hm.out,3.0,1.0,5.0
469,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp470_hm.out,6.0,1.0,12.0
470,C:\Users\achantv\Desktop\S7\HM\D6\LT\A6_L\lid06_cp471_hm.out,20.0,1.0,26.0
