,flaw_geometry,flaw_orientation,flaw_location,flaw_theta,flaw_depth,flaw_length,K_r,L_r,K_r_allowable
0,thin_pipe,axial,external_surface,90,1.0,60,0.09682975462797616,0.7831168043298227,0.8240648820350566
1,thin_pipe,axial,external_surface,90,1.1,60,0.10149829267687523,0.7870237233490597,0.8216310854893505
2,thin_pipe,axial,external_surface,90,1.2,60,0.10595927907467961,0.7909817967280955,0.8191454539204593
3,thin_pipe,axial,external_surface,90,1.3,60,0.11023819244083513,0.7949919769919519,0.8165657686464695
4,thin_pipe,axial,external_surface,90,1.4,60,0.11435569092961491,0.7990552395413186,0.8139519363812645
5,thin_pipe,axial,external_surface,90,1.5,60,0.11831234855425843,0.8031725833242727,0.8112372758978662
6,thin_pipe,axial,external_surface,90,1.6,60,0.12213351960593705,0.8073450315313139,0.8084663550171222
7,thin_pipe,axial,external_surface,90,1.7000000000000002,60,0.12583610965235228,0.8115736323146414,0.8056246775004107
8,thin_pipe,axial,external_surface,90,1.8,60,0.12943039582187693,0.8158594595326559,0.8026873168960857
9,thin_pipe,axial,external_surface,90,1.9,60,0.13292524357659732,0.8202036135207033,0.799705565135428
10,thin_pipe,axial,external_surface,90,2.0,60,0.13632836373363524,0.8246072218891282,0.7965919759430303
11,thin_pipe,axial,external_surface,90,2.1,60,0.13964651225838223,0.8290714403497557,0.7934355321386319
12,thin_pipe,axial,external_surface,90,2.2,60,0.14288564767242815,0.8335974535719699,0.7901559818419118
13,thin_pipe,axial,external_surface,90,2.3,60,0.14605105657310904,0.8381864760696123,0.7868099915680725
14,thin_pipe,axial,external_surface,90,2.4000000000000004,60,0.14914745482097075,0.8428397531199795,0.7833534750085288
15,thin_pipe,axial,external_surface,90,2.5,60,0.15217906992226207,0.8475585617162643,0.7798070430070887
16,thin_pipe,axial,external_surface,90,2.6,60,0.15514970870831493,0.8523442115548411,0.7761570987205173
17,thin_pipe,axial,external_surface,90,2.7,60,0.15806281339636621,0.8571980460588708,0.7723988731423048
18,thin_pipe,axial,external_surface,90,2.8,60,0.1609215083795367,0.8621214434397653,0.7685380309766948
19,thin_pipe,axial,external_surface,90,2.9000000000000004,60,0.16372863955276665,0.8671158177981273,0.7645562064696181
20,thin_pipe,axial,external_surface,90,3.0,60,0.1664868075794866,0.8721826202658628,0.7604660387815555
21,thin_pipe,axial,external_surface,90,3.1,60,0.16919839620158875,0.8773233401912394,0.7562483628141018
22,thin_pipe,axial,external_surface,90,3.2,60,0.17186559646567112,0.8825395063687598,0.7519095576468872
23,thin_pipe,axial,external_surface,90,3.3000000000000003,60,0.17449042756239055,0.8878326883158004,0.7474433404400713
24,thin_pipe,axial,external_surface,90,3.4000000000000004,60,0.17707475483939475,0.8932044975980746,0.7428357991635747
25,thin_pipe,axial,external_surface,90,3.5,60,0.1796203054418301,0.8986565892060693,0.7381079276200095
26,thin_pipe,axial,external_surface,90,3.6,60,0.1821286819506238,0.9041906629847217,0.733210889514377
27,thin_pipe,axial,external_surface,90,3.7,60,0.18460137432229132,0.909808465118714,0.7282078455460397
28,thin_pipe,axial,external_surface,90,3.8000000000000003,60,0.18703977038096337,0.9155117896758793,0.7230000417638559
29,thin_pipe,axial,external_surface,90,3.9000000000000004,60,0.18944516507068135,0.9213024802113468,0.7176777375178379
30,thin_pipe,axial,external_surface,90,4.0,60,0.1918187686415154,0.9271824314351838,0.7121677646651489
31,thin_pipe,axial,external_surface,90,4.1,60,0.19416171391500137,0.9331535909464389,0.7064999913916847
32,thin_pipe,axial,external_surface,90,4.2,60,0.19647506275143187,0.9392179610366319,0.7006781105549444
33,thin_pipe,axial,external_surface,90,4.300000000000001,60,0.1987598118226613,0.9453776005659069,0.6946432225713097
34,thin_pipe,axial,external_surface,90,4.4,60,0.20101689777847503,0.9516346269152255,0.6884587227717132
35,thin_pipe,axial,external_surface,90,4.5,60,0.2032472018816158,0.957991218018159,0.6820716966710461
36,thin_pipe,axial,external_surface,90,4.6,60,0.2054515541757476,0.964449614476024,0.6754860969532169
37,thin_pipe,axial,external_surface,90,4.7,60,0.20763073724157782,0.9710121217603077,0.6687289164368956
38,thin_pipe,axial,external_surface,90,4.800000000000001,60,0.20978548958873686,0.977681112506548,0.6617436547201933
39,thin_pipe,axial,external_surface,90,4.9,60,0.21191650872457732,0.9844590289040387,0.6545540156808527
40,thin_pipe,axial,external_surface,90,5.0,60,0.21402445393559377,0.9913483851859966,0.6471723058112965
41,thin_pipe,axial,external_surface,90,5.1000000000000005,60,0.21610994881252193,0.9983517702250548,0.6395592345934873
42,thin_pipe,axial,external_surface,90,5.2,60,0.218173583546206,1.0054718502392277,0.6037184462431466
43,thin_pipe,axial,external_surface,90,5.3,60,0.22021591701792606,1.0127113716137783,0.5617018721399633
44,thin_pipe,axial,external_surface,90,5.4,60,0.2222374787049532,1.0200731638447174,0.5222453588933951
45,thin_pipe,axial,external_surface,90,5.5,60,0.22423877041958154,1.0275601426099836,0.4852200547913452
46,thin_pipe,axial,external_surface,90,5.6000000000000005,60,0.22622026789770494,1.035175312974705,0.4504993501715709
47,thin_pipe,axial,external_surface,90,5.7,60,0.22818242225111413,1.042921772737292,0.41795967929826866
48,thin_pipe,axial,external_surface,90,5.800000000000001,60,0.2301307041982053,1.0508027159235132,0.3874876395569498
49,thin_pipe,axial,external_surface,90,5.9,60,0.23210611128172975,1.0588214364361026,0.35897129683948226
50,thin_pipe,axial,external_surface,90,6.0,60,0.2340648473690391,1.0669813318678962,0.3323031993002924
