,FileName,Nominal OD (inch),Nominal Wall Thickness (inch),Sag Bend Elevation (m),Hog Bend Elevation (m),"LSWR, Fv, Fluid (N)","LSWR, Fh, Fluid (N)","SCR, Fv, Empty (N)","SCR, Fv, Fluid Filled (N)","SCR, Fv, Water Filled (N)",Buoyancy Factor (#),Discrete Buoyancy Coverage (%),Buoyancy Length (m),Discrete Buoyancy Thickness (inch),Total Buoyancy (kg/m)
0,results\SLWR_Summary_12OD_SE500_HE800.yml,12.75,1.43,500,800,7117326.804029042,877018.182473891,6235845.832000085,7131781.281777315,8529034.082812797,2,100,1221.2145988415664,38.305215587967524,-3785498.3509548935
1,results\SLWR_Summary_12OD_SE900_HE1200.yml,12.75,1.43,900,1200,6303918.026425724,776787.5330483034,6235845.832000085,7131781.281777315,8529034.082812797,2,100,1396.283718847026,38.305215587967524,-4328174.360324947
2,results\SLWR_Summary_12OD_SE1200_HE1500.yml,12.75,1.43,1200,1500,5693861.443223234,701614.5459791129,6235845.832000085,7131781.281777315,8529034.082812797,2,100,1512.1163007433422,38.305215587967524,-4687230.04813878
